celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry,celebrity_age,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,raw_total_score,judge_variance,is_active,row_judge_count,week_valid_judge_count,max_possible_score,normalized_score,is_eliminated,elimination_week,final_rank,is_eliminated_this_week,industry_category,is_athlete,is_actor,is_singer,is_model,is_reality,partner_avg_rank,partner_seasons_count,weeks_survived,score_improvement,prev_avg_score,score_consistency,score_z_score,contestants_remaining,season_progress,age_group,is_us_celebrity,voting_scheme,judge_rank,judge_share,judge_contribution
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,Massachusetts,United States,32,1,3rd Place,3,5,8.5,7.0,7.0,,22.5,0.8660254037844386,True,3,3,30,0.75,False,,3,False,Music,0,0,0,0,0,7.764705882352941,4,5,0.08333333333333337,0.6916666666666667,0.031914236925211246,-0.7758801774444566,3,0.8333333333333334,30-40,True,rank_based,3.0,0.3082191780821918,-3.0
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,Massachusetts,United States,32,1,3rd Place,3,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,False,,3,False,Music,0,0,0,0,0,7.764705882352941,4,6,0.0,0.7033333333333334,0.03800584750330458,,2,1.0,30-40,True,rank_based,3.0,0.0,-3.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,1,7.0,7.0,6.0,,20.0,0.5773502691896258,True,3,3,30,0.6666666666666666,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,1,0.0,,0.0,0.6754697823349779,6,0.16666666666666666,40-50,True,rank_based,1.0,0.1834862385321101,-1.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,2,8.0,9.0,9.0,,26.0,0.5773502691896257,True,3,3,30,0.8666666666666667,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,2,0.20000000000000007,0.6666666666666666,0.0,1.3120490606272979,6,0.3333333333333333,40-50,True,rank_based,1.0,0.21487603305785125,-1.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,3,9.0,8.0,7.0,,24.0,1.0,True,3,3,30,0.8,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,3,-0.06666666666666665,0.7666666666666666,0.1414213562373096,0.5633905456098739,5,0.5,40-50,True,rank_based,2.0,0.22641509433962265,-2.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,4,7.0,8.0,6.0,,21.0,1.0,True,3,3,30,0.7,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,4,-0.10000000000000009,0.7777777777777778,0.10183501544346318,-0.6793662204867582,4,0.6666666666666666,40-50,True,rank_based,3.0,0.22826086956521738,-3.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,5,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,5,0.20000000000000007,0.7583333333333333,0.09179284245476842,1.1285529853737586,3,0.8333333333333334,40-50,True,rank_based,1.0,0.3698630136986301,-1.0
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,6,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,2,False,Entertainment,0,1,0,0,0,2.0,1,6,0.0,0.7866666666666667,0.10165300454651276,-0.7071067811865476,2,1.0,40-50,True,rank_based,2.0,0.4954128440366973,-2.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,1,5.0,4.0,4.0,,13.0,0.5773502691896258,True,3,3,30,0.43333333333333335,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,1,0.0,,0.0,-1.9035966593076643,6,0.16666666666666666,20-30,True,rank_based,6.0,0.11926605504587157,-6.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,2,5.0,6.0,6.0,,17.0,0.5773502691896258,True,3,3,30,0.5666666666666667,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,2,0.1333333333333333,0.43333333333333335,0.0,-0.7122552043405326,6,0.3333333333333333,20-30,True,rank_based,5.0,0.14049586776859505,-5.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,3,6.0,7.0,8.0,,21.0,1.0,True,3,3,30,0.7,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,3,0.1333333333333333,0.5,0.09428090415820632,-0.04024218182927695,5,0.5,20-30,True,rank_based,4.0,0.19811320754716982,-4.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,4,9.0,9.0,8.0,,26.0,0.5773502691896257,True,3,3,30,0.8666666666666667,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,4,0.16666666666666674,0.5666666666666667,0.1333333333333333,1.0190493307301356,4,0.6666666666666666,20-30,True,rank_based,1.0,0.2826086956521739,-1.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,5,8.5,7.5,7.5,,23.5,0.5773502691896258,True,3,3,30,0.7833333333333333,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,5,-0.08333333333333337,0.6416666666666666,0.18534252575124754,-0.3526728079292978,3,0.8333333333333334,20-30,True,rank_based,2.0,0.3219178082191781,-2.0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,6,8.5,9.5,9.5,,27.5,0.5773502691896257,True,3,3,30,0.9166666666666666,False,,1,False,Entertainment,0,1,0,0,0,9.043478260869565,5,6,0.1333333333333333,0.67,0.17256238807393048,0.7071067811865476,2,1.0,20-30,True,rank_based,1.0,0.5045871559633027,-1.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,1,7.0,6.0,7.0,,20.0,0.5773502691896258,True,3,3,30,0.6666666666666666,True,4.0,4,False,Fashion,0,0,0,0,0,9.092307692307692,7,1,0.0,,0.0,0.6754697823349779,6,0.16666666666666666,30-40,False,rank_based,1.0,0.1834862385321101,-1.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,2,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,4.0,4,False,Fashion,0,0,0,0,0,9.092307692307692,7,2,0.13333333333333341,0.6666666666666666,0.0,0.8622036684122246,6,0.3333333333333333,30-40,False,rank_based,2.0,0.19834710743801653,-2.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,3,8.0,9.0,9.0,,26.0,0.5773502691896257,True,3,3,30,0.8666666666666667,True,4.0,4,False,Fashion,0,0,0,0,0,9.092307692307692,7,3,0.06666666666666665,0.7333333333333334,0.09428090415820635,0.9658123639026406,5,0.5,30-40,False,rank_based,1.0,0.24528301886792453,-1.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,4,7.0,9.0,9.0,,25.0,1.1547005383792517,True,3,3,30,0.8333333333333334,True,4.0,4,True,Fashion,0,0,0,0,0,9.092307692307692,7,4,-0.033333333333333326,0.7777777777777778,0.10183501544346311,0.6793662204867571,4,0.6666666666666666,30-40,False,rank_based,2.0,0.2717391304347826,-2.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,5,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,4,False,Fashion,0,0,0,0,0,9.092307692307692,7,5,0.0,0.7916666666666667,0.08766518798921945,,3,0.8333333333333334,30-40,False,rank_based,4.0,0.0,-4.0
Rachel Hunter,Jonathan Roberts,Model,-1,New Zealand,35,1,Eliminated Week 4,4,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,4.0,4,False,Fashion,0,0,0,0,0,9.092307692307692,7,6,0.0,0.7916666666666667,0.08766518798921945,,2,1.0,30-40,False,rank_based,3.0,0.0,-3.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,1,6.0,6.0,6.0,,18.0,0.0,True,3,3,30,0.6,True,2.0,6,False,Media,0,0,0,0,0,7.114285714285714,11,1,0.0,,0.0,-0.06140634384863414,6,0.16666666666666666,30-40,True,rank_based,4.0,0.1651376146788991,-4.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,2,6.0,7.0,6.0,,19.0,0.5773502691896258,True,3,3,30,0.6333333333333333,True,2.0,6,True,Media,0,0,0,0,0,7.114285714285714,11,2,0.033333333333333326,0.6,0.0,-0.2624098121254593,6,0.3333333333333333,30-40,True,rank_based,4.0,0.15702479338842976,-4.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,3,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,2.0,6,False,Media,0,0,0,0,0,7.114285714285714,11,3,0.0,0.6166666666666667,0.02357022603955154,,5,0.5,30-40,True,rank_based,6.0,0.0,-6.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,4,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,2.0,6,False,Media,0,0,0,0,0,7.114285714285714,11,4,0.0,0.6166666666666667,0.02357022603955154,,4,0.6666666666666666,30-40,True,rank_based,5.0,0.0,-5.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,5,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,2.0,6,False,Media,0,0,0,0,0,7.114285714285714,11,5,0.0,0.6166666666666667,0.02357022603955154,,3,0.8333333333333334,30-40,True,rank_based,4.0,0.0,-4.0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,2.0,6,False,Media,0,0,0,0,0,7.114285714285714,11,6,0.0,0.6166666666666667,0.02357022603955154,,2,1.0,30-40,True,rank_based,3.0,0.0,-3.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,1,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,1,0.0,,0.0,1.086099282057325,10,0.125,20-30,True,rank_based,1.0,0.12307692307692308,-1.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,2,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,2,0.09999999999999998,0.8,0.0,1.1278749146893077,9,0.25,20-30,True,rank_based,2.0,0.135,-2.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,3,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,3,0.0,0.8500000000000001,0.0707106781186547,0.9386679716361959,8,0.375,20-30,True,rank_based,1.0,0.14835164835164835,-1.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,4,9.0,9.0,10.0,,28.0,0.5773502691896257,True,3,3,30,0.9333333333333333,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,4,0.033333333333333326,0.8666666666666667,0.05773502691896253,0.8008137977782759,7,0.5,20-30,True,rank_based,1.0,0.17721518987341772,-1.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,5,9.0,9.0,9.0,,27.0,0.0,True,3,3,30,0.9,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,5,-0.033333333333333326,0.8833333333333333,0.057735026918962554,0.6263765644712495,6,0.625,20-30,True,rank_based,2.0,0.17880794701986755,-2.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,6,10.0,10.0,10.0,,30.0,0.0,True,3,3,30,1.0,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,6,0.09999999999999998,0.8866666666666667,0.05055250296034366,0.9694521124707416,5,0.75,20-30,True,rank_based,1.0,0.22556390977443608,-1.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,7,9.5,9.0,9.0,,27.5,0.2886751345948129,True,3,3,30,0.9166666666666666,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,7,-0.08333333333333337,0.9055555555555556,0.0646930072355984,0.5940885257860047,4,0.875,20-30,True,rank_based,1.0,0.2696078431372549,-1.0
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,8,9.6666,9.6666,9.6666,,28.9998,0.0,True,3,3,30,0.96666,False,,1,False,Music,0,0,0,0,0,5.853754940711463,25,8,0.049993333333333334,0.9071428571428571,0.05920549810018498,0.7043551963328213,3,1.0,20-30,True,rank_based,1.0,0.34387291318097685,-1.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,1,7.0,5.0,6.0,,18.0,1.0,True,3,3,30,0.6,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,1,0.0,,0.0,-0.3620330940191086,10,0.125,60+,True,rank_based,8.0,0.09230769230769231,-8.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,2,8.0,7.0,7.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,2,0.1333333333333333,0.6,0.0,-0.0524592983576431,9,0.25,60+,True,rank_based,5.0,0.11,-5.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,3,7.0,7.0,8.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,3,0.0,0.6666666666666666,0.09428090415820632,-0.16564728911226995,8,0.375,60+,True,rank_based,5.0,0.12087912087912088,-5.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,4,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,4,-0.033333333333333326,0.6888888888888888,0.07698003589195007,-0.23181452040950104,7,0.5,60+,True,rank_based,6.0,0.13291139240506328,-6.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,5,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,5,0.10000000000000009,0.6916666666666667,0.06309898162000302,-0.39860326829988757,6,0.625,60+,True,rank_based,4.0,0.15894039735099338,-4.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,6,8.0,7.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,True,6.0,5,True,Entertainment,0,1,0,0,0,7.495238095238095,11,6,-0.033333333333333326,0.7133333333333333,0.07302967433402215,-1.0264787073219621,5,0.75,60+,True,rank_based,4.0,0.17293233082706766,-4.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,7,0.0,0.7222222222222222,0.06885303726590963,,4,0.875,60+,True,rank_based,5.0,0.0,-5.0
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,6.0,5,False,Entertainment,0,1,0,0,0,7.495238095238095,11,8,0.0,0.7222222222222222,0.06885303726590963,,3,1.0,60+,True,rank_based,4.0,0.0,-4.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,1,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,1,0.0,,0.0,0.8447438860445863,10,0.125,40-50,False,rank_based,2.0,0.11794871794871795,-2.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,2,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,2,0.033333333333333326,0.7666666666666667,0.0,0.4196743868611377,9,0.25,40-50,False,rank_based,3.0,0.12,-3.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,3,7.0,8.0,7.0,,22.0,0.5773502691896258,True,3,3,30,0.7333333333333333,True,3.0,8,True,Other,0,0,0,0,0,9.092307692307692,7,3,-0.06666666666666676,0.7833333333333334,0.02357022603955154,-0.16564728911226995,8,0.375,40-50,False,rank_based,5.0,0.12087912087912088,-5.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,4,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,4,0.0,0.7666666666666666,0.033333333333333395,,7,0.5,40-50,False,rank_based,8.0,0.0,-8.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,5,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,5,0.0,0.7666666666666666,0.033333333333333395,,6,0.625,40-50,False,rank_based,7.0,0.0,-7.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,6,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,6,0.0,0.7666666666666666,0.033333333333333395,,5,0.75,40-50,False,rank_based,6.0,0.0,-6.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,7,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,7,0.0,0.7666666666666666,0.033333333333333395,,4,0.875,40-50,False,rank_based,5.0,0.0,-5.0
Giselle Fernandez,Jonathan Roberts,News Anchor,-1,Mexico,44,2,Eliminated Week 3,8,8,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,3.0,8,False,Other,0,0,0,0,0,9.092307692307692,7,8,0.0,0.7666666666666666,0.033333333333333395,,3,1.0,40-50,False,rank_based,4.0,0.0,-4.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,1,7.0,7.0,7.0,,21.0,0.0,True,3,3,30,0.7,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,1,0.0,,0.0,0.3620330940191078,10,0.125,40-50,True,rank_based,5.0,0.1076923076923077,-5.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,2,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,2,0.06666666666666676,0.7,0.0,0.18360754425174772,9,0.25,40-50,True,rank_based,4.0,0.115,-4.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,3,7.0,6.0,6.0,,19.0,0.5773502691896258,True,3,3,30,0.6333333333333333,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,3,-0.13333333333333341,0.7333333333333334,0.047140452079103196,-0.828236445561349,8,0.375,40-50,True,rank_based,7.0,0.1043956043956044,-7.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,4,8.0,8.0,8.0,,24.0,0.0,True,3,3,30,0.8,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,4,0.16666666666666674,0.7000000000000001,0.06666666666666674,0.2107404730995465,7,0.5,40-50,True,rank_based,5.0,0.1518987341772152,-5.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,5,7.0,8.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,5,-0.033333333333333326,0.725,0.0739118594202782,-0.7402632125569332,6,0.625,40-50,True,rank_based,5.0,0.152317880794702,-5.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,6,8.0,7.0,8.0,,23.0,0.5773502691896258,True,3,3,30,0.7666666666666667,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,6,0.0,0.7333333333333334,0.06666666666666668,-1.0264787073219621,5,0.75,40-50,True,rank_based,4.0,0.17293233082706766,-4.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,7,7.0,7.0,6.5,,20.5,0.28867513459481287,True,3,3,30,0.6833333333333333,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,7,-0.08333333333333337,0.7388888888888889,0.06116159530899062,-1.4852213144650115,4,0.875,40-50,True,rank_based,4.0,0.20098039215686275,-4.0
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,8,9.0,9.0,8.6666,,26.666600000000003,0.1924885797478208,True,3,3,30,0.8888866666666667,False,,2,False,Sports,0,0,0,0,0,8.220183486238533,11,8,0.20555333333333337,0.730952380952381,0.05965065848924939,-1.144587099654887,3,1.0,40-50,True,rank_based,3.0,0.31620636785880724,-3.0
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,1,4.0,5.0,4.0,,13.0,0.5773502691896258,True,3,3,30,0.43333333333333335,True,1.0,10,True,Other,0,0,0,0,0,10.0,1,1,0.0,,0.0,-1.5688100740828026,10,0.125,40-50,True,rank_based,9.0,0.06666666666666667,-9.0
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,2,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,1.0,10,False,Other,0,0,0,0,0,10.0,1,2,0.0,0.43333333333333335,0.0,,9,0.25,40-50,True,rank_based,10.0,0.0,-10.0
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,3,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,1.0,10,False,Other,0,0,0,0,0,10.0,1,3,0.0,0.43333333333333335,0.0,,8,0.375,40-50,True,rank_based,9.0,0.0,-9.0
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,4,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,1.0,10,False,Other,0,0,0,0,0,10.0,1,4,0.0,0.43333333333333335,0.0,,7,0.5,40-50,True,rank_based,8.0,0.0,-8.0
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,5,0.0,0.0,0.0,,0.0,0.0,False,3,3,30,,True,1.0,10,False,Other,0,0,0,0,0,10.0,1,5,0.0,0.43333333333333335,0.0,,6,0.625,40-50,True,rank_based,7.0,0.0,-7.0
