season,week,celebrity_name,is_eliminated_this_week,normalized_score,score_z_score,score_improvement,prev_avg_score,score_consistency,judge_variance,judge_rank,judge_share,judge_contribution,voting_scheme,industry_category,is_athlete,is_actor,is_singer,is_reality,age_group,is_us_celebrity,partner_avg_rank,partner_seasons_count,weeks_survived,contestants_remaining,season_progress
1,4,John O'Hurley,False,0.7,-0.6793662204867582,-0.10000000000000009,0.7777777777777778,0.10183501544346318,1.0,3.0,0.22826086956521738,-3.0,rank_based,Entertainment,0,1,0,0,40-50,True,2.0,1,4,4,0.6666666666666666
1,5,John O'Hurley,False,0.9,1.1285529853737586,0.20000000000000007,0.7583333333333333,0.09179284245476842,0.0,1.0,0.3698630136986301,-1.0,rank_based,Entertainment,0,1,0,0,40-50,True,2.0,1,5,3,0.8333333333333334
1,6,John O'Hurley,False,0.9,-0.7071067811865476,0.0,0.7866666666666667,0.10165300454651276,0.0,2.0,0.4954128440366973,-2.0,rank_based,Entertainment,0,1,0,0,40-50,True,2.0,1,6,2,1.0
1,1,Kelly Monaco,False,0.43333333333333335,-1.9035966593076643,0.0,,0.0,0.5773502691896258,6.0,0.11926605504587157,-6.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,1,6,0.16666666666666666
1,2,Kelly Monaco,False,0.5666666666666667,-0.7122552043405326,0.1333333333333333,0.43333333333333335,0.0,0.5773502691896258,5.0,0.14049586776859505,-5.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,2,6,0.3333333333333333
1,3,Kelly Monaco,False,0.7,-0.04024218182927695,0.1333333333333333,0.5,0.09428090415820632,1.0,4.0,0.19811320754716982,-4.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,3,5,0.5
1,4,Kelly Monaco,False,0.8666666666666667,1.0190493307301356,0.16666666666666674,0.5666666666666667,0.1333333333333333,0.5773502691896257,1.0,0.2826086956521739,-1.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,4,4,0.6666666666666666
1,5,Kelly Monaco,False,0.7833333333333333,-0.3526728079292978,-0.08333333333333337,0.6416666666666666,0.18534252575124754,0.5773502691896258,2.0,0.3219178082191781,-2.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,5,3,0.8333333333333334
1,6,Kelly Monaco,False,0.9166666666666666,0.7071067811865476,0.1333333333333333,0.67,0.17256238807393048,0.5773502691896257,1.0,0.5045871559633027,-1.0,rank_based,Entertainment,0,1,0,0,20-30,True,9.043478260869565,5,6,2,1.0
1,1,Rachel Hunter,False,0.6666666666666666,0.6754697823349779,0.0,,0.0,0.5773502691896258,1.0,0.1834862385321101,-1.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,1,6,0.16666666666666666
1,2,Rachel Hunter,False,0.8,0.8622036684122246,0.13333333333333341,0.6666666666666666,0.0,0.0,2.0,0.19834710743801653,-2.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,2,6,0.3333333333333333
1,3,Rachel Hunter,False,0.8666666666666667,0.9658123639026406,0.06666666666666665,0.7333333333333334,0.09428090415820635,0.5773502691896257,1.0,0.24528301886792453,-1.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,3,5,0.5
1,4,Rachel Hunter,True,0.8333333333333334,0.6793662204867571,-0.033333333333333326,0.7777777777777778,0.10183501544346311,1.1547005383792517,2.0,0.2717391304347826,-2.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,4,4,0.6666666666666666
1,5,Rachel Hunter,False,,,0.0,0.7916666666666667,0.08766518798921945,0.0,4.0,0.0,-4.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,5,3,0.8333333333333334
1,6,Rachel Hunter,False,,,0.0,0.7916666666666667,0.08766518798921945,0.0,3.0,0.0,-3.0,rank_based,Fashion,0,0,0,0,30-40,False,9.092307692307692,7,6,2,1.0
1,1,Trista Sutter,False,0.6,-0.06140634384863414,0.0,,0.0,0.0,4.0,0.1651376146788991,-4.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,1,6,0.16666666666666666
1,2,Trista Sutter,True,0.6333333333333333,-0.2624098121254593,0.033333333333333326,0.6,0.0,0.5773502691896258,4.0,0.15702479338842976,-4.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,2,6,0.3333333333333333
1,3,Trista Sutter,False,,,0.0,0.6166666666666667,0.02357022603955154,0.0,6.0,0.0,-6.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,3,5,0.5
1,4,Trista Sutter,False,,,0.0,0.6166666666666667,0.02357022603955154,0.0,5.0,0.0,-5.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,4,4,0.6666666666666666
1,5,Trista Sutter,False,,,0.0,0.6166666666666667,0.02357022603955154,0.0,4.0,0.0,-4.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,5,3,0.8333333333333334
1,6,Trista Sutter,False,,,0.0,0.6166666666666667,0.02357022603955154,0.0,3.0,0.0,-3.0,rank_based,Media,0,0,0,0,30-40,True,7.114285714285714,11,6,2,1.0
2,1,Drew Lachey,False,0.8,1.086099282057325,0.0,,0.0,0.0,1.0,0.12307692307692308,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,1,10,0.125
2,2,Drew Lachey,False,0.9,1.1278749146893077,0.09999999999999998,0.8,0.0,0.0,2.0,0.135,-2.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,2,9,0.25
2,3,Drew Lachey,False,0.9,0.9386679716361959,0.0,0.8500000000000001,0.0707106781186547,0.0,1.0,0.14835164835164835,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,3,8,0.375
2,4,Drew Lachey,False,0.9333333333333333,0.8008137977782759,0.033333333333333326,0.8666666666666667,0.05773502691896253,0.5773502691896257,1.0,0.17721518987341772,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,4,7,0.5
2,5,Drew Lachey,False,0.9,0.6263765644712495,-0.033333333333333326,0.8833333333333333,0.057735026918962554,0.0,2.0,0.17880794701986755,-2.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,5,6,0.625
2,6,Drew Lachey,False,1.0,0.9694521124707416,0.09999999999999998,0.8866666666666667,0.05055250296034366,0.0,1.0,0.22556390977443608,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,6,5,0.75
2,7,Drew Lachey,False,0.9166666666666666,0.5940885257860047,-0.08333333333333337,0.9055555555555556,0.0646930072355984,0.2886751345948129,1.0,0.2696078431372549,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,7,4,0.875
2,8,Drew Lachey,False,0.96666,0.7043551963328213,0.049993333333333334,0.9071428571428571,0.05920549810018498,0.0,1.0,0.34387291318097685,-1.0,rank_based,Music,0,0,0,0,20-30,True,5.853754940711463,25,8,3,1.0
2,1,George Hamilton,False,0.6,-0.3620330940191086,0.0,,0.0,1.0,8.0,0.09230769230769231,-8.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,1,10,0.125
2,2,George Hamilton,False,0.7333333333333333,-0.0524592983576431,0.1333333333333333,0.6,0.0,0.5773502691896258,5.0,0.11,-5.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,2,9,0.25
2,3,George Hamilton,False,0.7333333333333333,-0.16564728911226995,0.0,0.6666666666666666,0.09428090415820632,0.5773502691896258,5.0,0.12087912087912088,-5.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,3,8,0.375
2,4,George Hamilton,False,0.7,-0.23181452040950104,-0.033333333333333326,0.6888888888888888,0.07698003589195007,0.0,6.0,0.13291139240506328,-6.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,4,7,0.5
2,5,George Hamilton,False,0.8,-0.39860326829988757,0.10000000000000009,0.6916666666666667,0.06309898162000302,0.0,4.0,0.15894039735099338,-4.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,5,6,0.625
2,6,George Hamilton,True,0.7666666666666667,-1.0264787073219621,-0.033333333333333326,0.7133333333333333,0.07302967433402215,0.5773502691896258,4.0,0.17293233082706766,-4.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,6,5,0.75
2,7,George Hamilton,False,,,0.0,0.7222222222222222,0.06885303726590963,0.0,5.0,0.0,-5.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,7,4,0.875
2,8,George Hamilton,False,,,0.0,0.7222222222222222,0.06885303726590963,0.0,4.0,0.0,-4.0,rank_based,Entertainment,0,1,0,0,60+,True,7.495238095238095,11,8,3,1.0
2,1,Giselle Fernandez,False,0.7666666666666667,0.8447438860445863,0.0,,0.0,0.5773502691896258,2.0,0.11794871794871795,-2.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,1,10,0.125
2,2,Giselle Fernandez,False,0.8,0.4196743868611377,0.033333333333333326,0.7666666666666667,0.0,0.0,3.0,0.12,-3.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,2,9,0.25
2,3,Giselle Fernandez,True,0.7333333333333333,-0.16564728911226995,-0.06666666666666676,0.7833333333333334,0.02357022603955154,0.5773502691896258,5.0,0.12087912087912088,-5.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,3,8,0.375
2,4,Giselle Fernandez,False,,,0.0,0.7666666666666666,0.033333333333333395,0.0,8.0,0.0,-8.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,4,7,0.5
2,5,Giselle Fernandez,False,,,0.0,0.7666666666666666,0.033333333333333395,0.0,7.0,0.0,-7.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,5,6,0.625
2,6,Giselle Fernandez,False,,,0.0,0.7666666666666666,0.033333333333333395,0.0,6.0,0.0,-6.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,6,5,0.75
2,7,Giselle Fernandez,False,,,0.0,0.7666666666666666,0.033333333333333395,0.0,5.0,0.0,-5.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,7,4,0.875
2,8,Giselle Fernandez,False,,,0.0,0.7666666666666666,0.033333333333333395,0.0,4.0,0.0,-4.0,rank_based,Other,0,0,0,0,40-50,False,9.092307692307692,7,8,3,1.0
2,1,Jerry Rice,False,0.7,0.3620330940191078,0.0,,0.0,0.0,5.0,0.1076923076923077,-5.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,1,10,0.125
2,2,Jerry Rice,False,0.7666666666666667,0.18360754425174772,0.06666666666666676,0.7,0.0,0.5773502691896258,4.0,0.115,-4.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,2,9,0.25
2,3,Jerry Rice,False,0.6333333333333333,-0.828236445561349,-0.13333333333333341,0.7333333333333334,0.047140452079103196,0.5773502691896258,7.0,0.1043956043956044,-7.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,3,8,0.375
2,4,Jerry Rice,False,0.8,0.2107404730995465,0.16666666666666674,0.7000000000000001,0.06666666666666674,0.0,5.0,0.1518987341772152,-5.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,4,7,0.5
2,5,Jerry Rice,False,0.7666666666666667,-0.7402632125569332,-0.033333333333333326,0.725,0.0739118594202782,0.5773502691896258,5.0,0.152317880794702,-5.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,5,6,0.625
2,6,Jerry Rice,False,0.7666666666666667,-1.0264787073219621,0.0,0.7333333333333334,0.06666666666666668,0.5773502691896258,4.0,0.17293233082706766,-4.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,6,5,0.75
2,7,Jerry Rice,False,0.6833333333333333,-1.4852213144650115,-0.08333333333333337,0.7388888888888889,0.06116159530899062,0.28867513459481287,4.0,0.20098039215686275,-4.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,7,4,0.875
2,8,Jerry Rice,False,0.8888866666666667,-1.144587099654887,0.20555333333333337,0.730952380952381,0.05965065848924939,0.1924885797478208,3.0,0.31620636785880724,-3.0,rank_based,Sports,0,0,0,0,40-50,True,8.220183486238533,11,8,3,1.0
2,1,Kenny Mayne,True,0.43333333333333335,-1.5688100740828026,0.0,,0.0,0.5773502691896258,9.0,0.06666666666666667,-9.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,1,10,0.125
2,2,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,10.0,0.0,-10.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,2,9,0.25
2,3,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,9.0,0.0,-9.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,3,8,0.375
2,4,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,8.0,0.0,-8.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,4,7,0.5
2,5,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,7.0,0.0,-7.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,5,6,0.625
2,6,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,6.0,0.0,-6.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,6,5,0.75
2,7,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,5.0,0.0,-5.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,7,4,0.875
2,8,Kenny Mayne,False,,,0.0,0.43333333333333335,0.0,0.0,4.0,0.0,-4.0,rank_based,Other,0,0,0,0,40-50,True,10.0,1,8,3,1.0
2,1,Lisa Rinna,False,0.6333333333333333,-0.12067769800636981,0.0,,0.0,1.1547005383792517,7.0,0.09743589743589744,-7.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,1,10,0.125
2,2,Lisa Rinna,False,0.6666666666666666,-0.5245929835764231,0.033333333333333326,0.6333333333333333,0.0,0.5773502691896258,7.0,0.1,-7.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,2,9,0.25
2,3,Lisa Rinna,False,0.8333333333333334,0.49694186733680984,0.16666666666666674,0.6499999999999999,0.02357022603955162,0.5773502691896257,4.0,0.13736263736263737,-4.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,3,8,0.375
2,4,Lisa Rinna,False,0.8666666666666667,0.5057771354389112,0.033333333333333326,0.7111111111111111,0.10715167512214403,0.5773502691896257,2.0,0.16455696202531644,-2.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,4,7,0.5
2,5,Lisa Rinna,False,0.8333333333333334,-0.05694332404284189,-0.033333333333333326,0.75,0.11706281947614162,1.1547005383792517,3.0,0.16556291390728478,-3.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,5,6,0.625
2,6,Lisa Rinna,False,0.9,0.11405318970244002,0.06666666666666665,0.7666666666666667,0.1080123449734644,0.0,3.0,0.20300751879699247,-3.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,6,5,0.75
2,7,Lisa Rinna,True,0.8833333333333333,0.29704426289300234,-0.01666666666666672,0.7888888888888889,0.11088866622110803,0.2886751345948129,3.0,0.25980392156862747,-3.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,7,4,0.875
2,8,Lisa Rinna,False,,,0.0,0.8023809523809524,0.10733668534645566,0.0,4.0,0.0,-4.0,rank_based,Entertainment,0,1,0,0,40-50,True,7.114285714285714,11,8,3,1.0
2,1,Master P,False,0.4,-1.8101654700955414,0.0,,0.0,0.0,10.0,0.06153846153846154,-10.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,1,10,0.125
2,2,Master P,False,0.5333333333333333,-1.4688603540139833,0.1333333333333333,0.4,0.0,0.5773502691896258,9.0,0.08,-9.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,2,9,0.25
2,3,Master P,False,0.4666666666666667,-1.932551706309814,-0.06666666666666665,0.4666666666666667,0.09428090415820632,1.1547005383792517,8.0,0.07692307692307693,-8.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,3,8,0.375
2,4,Master P,True,0.26666666666666666,-2.149552825615372,-0.2,0.4666666666666666,0.06666666666666665,1.1547005383792515,7.0,0.05063291139240506,-7.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,4,7,0.5
2,5,Master P,False,,,0.0,0.4166666666666667,0.1138550085106622,0.0,7.0,0.0,-7.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,5,6,0.625
2,6,Master P,False,,,0.0,0.4166666666666667,0.1138550085106622,0.0,6.0,0.0,-6.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,6,5,0.75
2,7,Master P,False,,,0.0,0.4166666666666667,0.1138550085106622,0.0,5.0,0.0,-5.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,7,4,0.875
2,8,Master P,False,,,0.0,0.4166666666666667,0.1138550085106622,0.0,4.0,0.0,-4.0,rank_based,Music,0,0,0,0,30-40,True,7.764705882352941,4,8,3,1.0
2,1,Stacy Keibler,False,0.7333333333333333,0.6033884900318466,0.0,,0.0,1.1547005383792517,4.0,0.11282051282051282,-4.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,1,10,0.125
2,2,Stacy Keibler,False,0.9666666666666667,1.6000085999080877,0.2333333333333334,0.7333333333333333,0.0,0.5773502691896257,1.0,0.145,-1.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,2,9,0.25
2,3,Stacy Keibler,False,0.9,0.9386679716361959,-0.06666666666666665,0.85,0.16499158227686112,0.0,1.0,0.14835164835164835,-1.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,3,8,0.375
2,4,Stacy Keibler,False,0.8666666666666667,0.5057771354389112,-0.033333333333333326,0.8666666666666667,0.12018504251546634,0.5773502691896257,2.0,0.16455696202531644,-2.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,4,7,0.5
2,5,Stacy Keibler,False,1.0,1.6513563972423864,0.1333333333333333,0.8666666666666667,0.09813067629253165,0.0,1.0,0.1986754966887417,-1.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,5,6,0.625
2,6,Stacy Keibler,False,1.0,0.9694521124707416,0.0,0.8933333333333333,0.1038160766826496,0.0,1.0,0.22556390977443608,-1.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,6,5,0.75
2,7,Stacy Keibler,False,0.9166666666666666,0.5940885257860047,-0.08333333333333337,0.9111111111111111,0.10255982897079402,0.2886751345948129,1.0,0.2696078431372549,-1.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,7,4,0.875
2,8,Stacy Keibler,False,0.95555,0.440231903322063,0.03888333333333338,0.9119047619047619,0.09364743066331971,0.192430844720903,2.0,0.33992071896021603,-2.0,rank_based,Sports,0,0,0,0,20-30,True,7.702830188679245,21,8,3,1.0
2,1,Tatum O'Neal,False,0.7666666666666667,0.8447438860445863,0.0,,0.0,0.5773502691896258,2.0,0.11794871794871795,-2.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,1,10,0.125
2,2,Tatum O'Neal,True,0.5666666666666667,-1.2327935114045931,-0.20000000000000007,0.7666666666666667,0.0,0.5773502691896258,8.0,0.085,-8.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,2,9,0.25
2,3,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,9.0,0.0,-9.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,3,8,0.375
2,4,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,8.0,0.0,-8.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,4,7,0.5
2,5,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,7.0,0.0,-7.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,5,6,0.625
2,6,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,6.0,0.0,-6.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,6,5,0.75
2,7,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,5.0,0.0,-5.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,7,4,0.875
2,8,Tatum O'Neal,False,,,0.0,0.6666666666666667,0.1414213562373096,0.0,4.0,0.0,-4.0,rank_based,Entertainment,0,1,0,0,40-50,True,8.444444444444445,2,8,3,1.0
2,1,Tia Carrere,False,0.6666666666666666,0.120677698006369,0.0,,0.0,0.5773502691896258,6.0,0.10256410256410256,-6.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,1,10,0.125
2,2,Tia Carrere,False,0.7333333333333333,-0.0524592983576431,0.06666666666666665,0.6666666666666666,0.0,0.5773502691896258,5.0,0.11,-5.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,2,9,0.25
2,3,Tia Carrere,False,0.8666666666666667,0.7178049194865028,0.13333333333333341,0.7,0.04714045207910316,0.5773502691896257,3.0,0.14285714285714285,-3.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,3,8,0.375
2,4,Tia Carrere,False,0.8333333333333334,0.35825880426922885,-0.033333333333333326,0.7555555555555555,0.10183501544346316,0.5773502691896257,4.0,0.15822784810126583,-4.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,4,7,0.5
2,5,Tia Carrere,True,0.7333333333333333,-1.08192315681398,-0.10000000000000009,0.775,0.0917928424547684,0.5773502691896258,6.0,0.1456953642384106,-6.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,5,6,0.625
2,6,Tia Carrere,False,,,0.0,0.7666666666666666,0.08164965809277264,0.0,6.0,0.0,-6.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,6,5,0.75
2,7,Tia Carrere,False,,,0.0,0.7666666666666666,0.08164965809277264,0.0,5.0,0.0,-5.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,7,4,0.875
2,8,Tia Carrere,False,,,0.0,0.7666666666666666,0.08164965809277264,0.0,4.0,0.0,-4.0,rank_based,Entertainment,0,1,0,0,30-40,True,5.9941176470588236,17,8,3,1.0
3,1,Emmitt Smith,False,0.8,1.1326852593525718,0.0,,0.0,0.0,2.0,0.11320754716981132,0.11320754716981132,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,1,11,0.1
3,2,Emmitt Smith,False,0.8,0.3441236008058436,0.0,0.8,0.0,0.0,3.0,0.10434782608695652,0.10434782608695652,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,2,10,0.2
3,3,Emmitt Smith,False,0.6333333333333333,-1.4605934866804435,-0.16666666666666674,0.8,0.0,0.5773502691896258,9.0,0.09178743961352658,0.09178743961352658,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,3,9,0.3
3,4,Emmitt Smith,False,0.8,-0.24518259280950996,0.16666666666666674,0.7444444444444445,0.09622504486493767,0.0,4.0,0.12121212121212122,0.12121212121212122,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,4,8,0.4
3,5,Emmitt Smith,False,0.9,0.7807200583588284,0.09999999999999998,0.7583333333333333,0.08333333333333338,0.0,1.0,0.14917127071823205,0.14917127071823205,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,5,7,0.5
3,6,Emmitt Smith,False,0.8333333333333334,0.38388594797495695,-0.06666666666666665,0.7866666666666667,0.09603240193925294,0.5773502691896257,2.0,0.211864406779661,0.211864406779661,percentage_based,Sports,0,0,0,0,30-40,True,5.853754940711463,25,6,5,0.6
