season,week,celebrity_name,n_active,is_eliminated_this_week,R_judge_rank,R_fan_rank,R_total_score,R_is_elim,P_judge_share,P_fan_share,P_total_score,P_is_elim,delta_status
2,1,Tatum O'Neal,10,False,2.0,9.0,11.0,False,0.11794871794871795,0.09873819153254336,0.2166869094812613,False,0
2,1,Tia Carrere,10,False,6.0,4.0,10.0,False,0.10256410256410256,0.10182560989792076,0.2043897124620233,False,0
2,2,Drew Lachey,9,False,2.0,5.0,7.0,False,0.135,0.1100868753781325,0.2450868753781325,False,0
2,2,George Hamilton,9,False,5.0,3.0,8.0,False,0.11,0.11303370122982771,0.2230337012298277,False,0
2,2,Giselle Fernandez,9,False,3.0,7.0,10.0,False,0.12,0.10998510799423161,0.2299851079942316,False,0
2,2,Jerry Rice,9,False,4.0,6.0,10.0,False,0.115,0.11002961964372447,0.22502961964372448,False,0
2,2,Lisa Rinna,9,False,7.0,2.0,9.0,False,0.1,0.12684982853051716,0.22684982853051716,False,0
2,2,Master P,9,False,9.0,1.0,10.0,False,0.08,0.13968114869197903,0.21968114869197902,False,0
2,2,Stacy Keibler,9,False,1.0,4.0,5.0,False,0.145,0.11086595438153563,0.2558659543815356,False,0
2,2,Tatum O'Neal,9,True,8.0,9.0,17.0,True,0.085,0.07131097032382307,0.15631097032382307,True,0
2,2,Tia Carrere,9,False,5.0,8.0,13.0,False,0.11,0.10815679382622898,0.218156793826229,False,0
2,3,Drew Lachey,8,False,1.0,7.0,8.0,False,0.14835164835164835,0.1187237750737043,0.2670754234253526,False,0
2,3,George Hamilton,8,False,5.0,3.0,8.0,False,0.12087912087912088,0.1316844751979661,0.252563596077087,False,0
2,3,Giselle Fernandez,8,True,5.0,8.0,13.0,True,0.12087912087912088,0.07280028360865269,0.19367940448777357,True,0
2,3,Jerry Rice,8,False,7.0,2.0,9.0,False,0.1043956043956044,0.14771694286822507,0.2521125472638295,False,0
2,3,Lisa Rinna,8,False,4.0,4.0,8.0,False,0.13736263736263737,0.12403044906264361,0.261393086425281,False,0
2,3,Master P,8,False,8.0,1.0,9.0,False,0.07692307692307693,0.16340979189946359,0.2403328688225405,False,0
2,3,Stacy Keibler,8,False,1.0,5.0,6.0,False,0.14835164835164835,0.12102745277130288,0.2693791011229512,False,0
2,3,Tia Carrere,8,False,3.0,6.0,9.0,False,0.14285714285714285,0.12060682951804169,0.26346397237518454,False,0
2,4,Drew Lachey,7,False,1.0,6.0,7.0,False,0.17721518987341772,0.14173441926262337,0.3189496091360411,False,0
2,4,George Hamilton,7,False,6.0,1.0,7.0,False,0.13291139240506328,0.17521769422622274,0.308129086631286,False,0
2,4,Jerry Rice,7,False,5.0,2.0,7.0,False,0.1518987341772152,0.15689994766166016,0.3087986818388754,False,0
2,4,Lisa Rinna,7,False,2.0,3.0,5.0,False,0.16455696202531644,0.14319760945399396,0.3077545714793104,False,0
2,4,Master P,7,True,7.0,7.0,14.0,True,0.05063291139240506,0.0976275207301338,0.14826043212253887,True,0
2,4,Stacy Keibler,7,False,2.0,4.0,6.0,False,0.16455696202531644,0.1431545705495079,0.3077115325748243,False,0
2,4,Tia Carrere,7,False,4.0,5.0,9.0,False,0.15822784810126583,0.1421682381158581,0.30039608621712394,False,0
2,5,Drew Lachey,6,False,2.0,5.0,7.0,False,0.17880794701986755,0.16686238678870086,0.3456703338085684,False,0
2,5,George Hamilton,6,False,4.0,2.0,6.0,False,0.15894039735099338,0.18136506766672625,0.34030546501771963,False,0
2,5,Jerry Rice,6,False,5.0,1.0,6.0,False,0.152317880794702,0.20344141938335816,0.3557593001780601,False,0
2,5,Lisa Rinna,6,False,3.0,3.0,6.0,False,0.16556291390728478,0.17039600312801573,0.3359589170353005,False,0
2,5,Stacy Keibler,6,False,1.0,4.0,5.0,False,0.1986754966887417,0.16692251316482473,0.36559800985356644,False,0
2,5,Tia Carrere,6,True,6.0,6.0,12.0,True,0.1456953642384106,0.1110126098683742,0.2567079741067848,True,0
2,6,Drew Lachey,5,False,1.0,4.0,5.0,False,0.22556390977443608,0.19740667643572102,0.4229705862101571,False,0
2,6,George Hamilton,5,True,4.0,5.0,9.0,True,0.17293233082706766,0.13372391141731285,0.3066562422443805,True,0
2,6,Jerry Rice,5,False,4.0,1.0,5.0,False,0.17293233082706766,0.251878020720239,0.4248103515473067,False,0
2,6,Lisa Rinna,5,False,3.0,2.0,5.0,False,0.20300751879699247,0.216547205281333,0.4195547240783255,False,0
2,6,Stacy Keibler,5,False,1.0,3.0,4.0,False,0.22556390977443608,0.20044418614539403,0.42600809591983013,False,0
2,7,Drew Lachey,4,False,1.0,2.0,3.0,False,0.2696078431372549,0.23840132462649544,0.5080091677637504,False,0
2,7,Jerry Rice,4,False,4.0,1.0,5.0,False,0.20098039215686275,0.3769229421399595,0.5779033342968223,False,0
2,7,Lisa Rinna,4,True,3.0,4.0,7.0,True,0.25980392156862747,0.14807048283309962,0.40787440440172706,True,0
2,7,Stacy Keibler,4,False,1.0,3.0,4.0,False,0.2696078431372549,0.23660525040044544,0.5062130935377003,False,0
2,8,Drew Lachey,3,False,1.0,3.0,4.0,False,0.34387291318097685,0.33118924103513947,0.6750621542161164,False,0
2,8,Jerry Rice,3,False,3.0,2.0,5.0,True,0.31620636785880724,0.33164659769127813,0.6478529655500853,True,0
2,8,Stacy Keibler,3,False,2.0,1.0,3.0,False,0.33992071896021603,0.33716416127358234,0.6770848802337983,False,0
3,1,Emmitt Smith,11,False,2.0,3.0,5.0,False,0.11320754716981132,0.09442521470234895,0.2076327618721603,False,0
3,1,Harry Hamlin,11,False,8.0,10.0,18.0,False,0.08018867924528301,0.10131450639036585,0.18150318563564888,False,0
3,1,Jerry Springer,11,False,9.0,9.0,18.0,False,0.07547169811320754,0.10033051587686598,0.1758022139900735,False,0
3,1,Joey Lawrence,11,False,5.0,5.0,10.0,False,0.09905660377358491,0.09662514061867285,0.19568174439225777,False,0
3,1,Mario Lopez,11,False,1.0,2.0,3.0,False,0.12264150943396226,0.09418884598435447,0.21683035541831674,False,0
3,1,Monique Coleman,11,False,6.0,6.0,12.0,False,0.08962264150943396,0.09753679009486785,0.18715943160430182,False,0
3,1,Sara Evans,11,False,10.0,11.0,21.0,True,0.07075471698113207,0.10458036799100928,0.17533508497214134,False,1
3,1,Shanna Moakler,11,False,7.0,7.0,14.0,False,0.08490566037735849,0.09781168916091604,0.1827173495382745,False,0
3,1,Tucker Carlson,11,True,11.0,1.0,12.0,False,0.05660377358490566,0.019852987667169014,0.07645676125207468,True,-1
3,1,Vivica A. Fox,11,False,3.0,4.0,7.0,False,0.10377358490566038,0.0946340665343776,0.19840765144003797,False,0
3,1,Willa Ford,11,False,3.0,8.0,11.0,False,0.10377358490566038,0.09869987497905215,0.20247345988471255,False,0
3,2,Emmitt Smith,10,False,3.0,6.0,9.0,False,0.10434782608695652,0.1082616917565383,0.2126095178434948,False,0
3,2,Harry Hamlin,10,False,7.0,8.0,15.0,False,0.09130434782608696,0.11562808436123116,0.2069324321873181,False,0
3,2,Jerry Springer,10,False,10.0,10.0,20.0,True,0.08260869565217391,0.12264473531303936,0.20525343096521326,False,1
3,2,Joey Lawrence,10,False,1.0,3.0,4.0,False,0.12608695652173912,0.10203549964909907,0.2281224561708382,False,0
3,2,Mario Lopez,10,False,7.0,9.0,16.0,False,0.09130434782608696,0.11714786010147843,0.20845220792756539,False,0
3,2,Monique Coleman,10,False,2.0,2.0,4.0,False,0.11304347826086956,0.10179562500555116,0.21483910326642072,False,0
3,2,Sara Evans,10,False,7.0,7.0,14.0,False,0.09130434782608696,0.1118482645485862,0.20315261237467314,False,0
3,2,Shanna Moakler,10,True,6.0,1.0,7.0,False,0.09565217391304348,0.011667153337640498,0.10731932725068398,True,-1
3,2,Vivica A. Fox,10,False,3.0,4.0,7.0,False,0.10434782608695652,0.10261467401295969,0.2069625000999162,False,0
3,2,Willa Ford,10,False,5.0,5.0,10.0,False,0.1,0.10635641191387611,0.2063564119138761,False,0
3,3,Emmitt Smith,9,False,9.0,9.0,18.0,True,0.09178743961352658,0.14006493040895457,0.23185237002248116,False,1
3,3,Harry Hamlin,9,True,4.0,1.0,5.0,False,0.10628019323671498,0.014504411138410696,0.12078460437512567,True,-1
3,3,Jerry Springer,9,False,8.0,8.0,16.0,False,0.10144927536231885,0.13073710582339976,0.2321863811857186,False,0
3,3,Joey Lawrence,9,False,4.0,5.0,9.0,False,0.10628019323671498,0.12431029788514009,0.23059049112185506,False,0
3,3,Mario Lopez,9,False,4.0,6.0,10.0,False,0.10628019323671498,0.12486681572099427,0.23114700895770923,False,0
3,3,Monique Coleman,9,False,1.0,2.0,3.0,False,0.13043478260869565,0.11250491578525632,0.24293969839395196,False,0
3,3,Sara Evans,9,False,3.0,4.0,7.0,False,0.12077294685990338,0.11470810069128962,0.23548104755119298,False,0
3,3,Vivica A. Fox,9,False,1.0,3.0,4.0,False,0.13043478260869565,0.11331807467492933,0.24375285728362497,False,0
3,3,Willa Ford,9,False,4.0,7.0,11.0,False,0.10628019323671498,0.12498534787162548,0.23126554110834047,False,0
3,4,Emmitt Smith,8,False,4.0,6.0,10.0,False,0.12121212121212122,0.1404619596688713,0.26167408088099253,False,0
3,4,Jerry Springer,8,False,7.0,7.0,14.0,False,0.1111111111111111,0.15478841088885537,0.26589952199996647,False,0
3,4,Joey Lawrence,8,False,3.0,4.0,7.0,False,0.13636363636363635,0.134023407001415,0.27038704336505137,False,0
3,4,Mario Lopez,8,False,1.0,3.0,4.0,False,0.14646464646464646,0.1281931820327765,0.27465782849742293,False,0
3,4,Monique Coleman,8,False,4.0,5.0,9.0,False,0.12121212121212122,0.13947501187355604,0.26068713308567726,False,0
3,4,Sara Evans,8,False,8.0,8.0,16.0,True,0.10101010101010101,0.16210934712818834,0.26311944813828936,False,1
3,4,Vivica A. Fox,8,True,4.0,1.0,5.0,False,0.12121212121212122,0.017658911594463176,0.1388710328065844,True,-1
3,4,Willa Ford,8,False,2.0,2.0,4.0,False,0.1414141414141414,0.12328976981187417,0.26470391122601555,False,0
3,5,Emmitt Smith,7,False,1.0,2.0,3.0,False,0.14917127071823205,0.15331667637334812,0.30248794709158017,False,0
3,5,Jerry Springer,7,False,6.0,7.0,13.0,True,0.13259668508287292,0.17673061411896487,0.30932729920183777,False,1
3,5,Joey Lawrence,7,False,5.0,4.0,9.0,False,0.13812154696132597,0.16177009077592752,0.29989163773725347,False,0
3,5,Mario Lopez,7,False,1.0,5.0,6.0,False,0.14917127071823205,0.16254459112349895,0.311715861841731,False,0
3,5,Monique Coleman,7,False,1.0,3.0,4.0,False,0.14917127071823205,0.15375274630168456,0.3029240170199166,False,0
3,5,Sara Evans,7,False,6.0,6.0,12.0,False,0.13259668508287292,0.17118131654738497,0.3037780016302579,False,0
3,5,Willa Ford,7,True,1.0,1.0,2.0,False,0.14917127071823205,0.020703964759191118,0.16987523547742317,True,-1
3,6,Emmitt Smith,5,False,2.0,5.0,7.0,True,0.211864406779661,0.20211103408730785,0.41397544086696886,False,1
3,6,Jerry Springer,5,False,5.0,1.0,6.0,False,0.15254237288135594,0.19779252718814416,0.3503349000695001,True,-1
3,6,Joey Lawrence,5,False,3.0,2.0,5.0,False,0.2033898305084746,0.19887619575545223,0.4022660262639268,False,0
3,6,Mario Lopez,5,False,1.0,4.0,5.0,False,0.23728813559322035,0.2008343900817165,0.4381225256749368,False,0
3,6,Monique Coleman,5,False,4.0,3.0,7.0,True,0.19491525423728814,0.2003858528873792,0.3953011071246674,False,1
3,7,Emmitt Smith,5,False,1.0,2.0,3.0,False,0.2111111111111111,0.23346257794221026,0.4445736890533214,False,0
3,7,Jerry Springer,5,True,5.0,1.0,6.0,False,0.17037037037037037,0.049165960592718244,0.2195363309630886,True,-1
3,7,Joey Lawrence,5,False,1.0,4.0,5.0,False,0.2111111111111111,0.23925461707359338,0.4503657281847045,False,0
3,7,Mario Lopez,5,False,3.0,3.0,6.0,False,0.2074074074074074,0.23618542607159465,0.443592833479002,False,0
3,7,Monique Coleman,5,False,4.0,5.0,9.0,True,0.2,0.24193141831988332,0.44193141831988336,False,1
3,8,Emmitt Smith,4,False,2.0,3.0,5.0,True,0.24770642201834864,0.3121207670359997,0.5598271890543484,False,1
3,8,Joey Lawrence,4,False,2.0,2.0,4.0,False,0.24770642201834864,0.30961661806077245,0.5573230400791211,False,0
3,8,Mario Lopez,4,False,1.0,4.0,5.0,True,0.26146788990825687,0.3125828036122793,0.5740506935205362,False,1
3,8,Monique Coleman,4,True,4.0,1.0,5.0,True,0.24311926605504589,0.06567981129094867,0.30879907734599454,True,0
3,9,Emmitt Smith,3,False,1.0,3.0,4.0,True,0.3333333333333333,0.3355718074157983,0.6689051407491315,False,1
3,9,Joey Lawrence,3,False,1.0,2.0,3.0,False,0.3333333333333333,0.33284584235177256,0.6661791756851059,False,0
3,9,Mario Lopez,3,False,1.0,1.0,2.0,False,0.3333333333333333,0.3315823502324291,0.6649156835657624,True,-1
3,10,Emmitt Smith,2,False,1.0,2.0,3.0,True,0.5,0.5009175001705655,1.0009175001705655,False,1
3,10,Mario Lopez,2,False,1.0,1.0,2.0,False,0.5,0.4990824998294345,0.9990824998294345,True,-1
4,1,Apolo Anton Ohno,11,False,3.0,9.0,12.0,False,0.10194174757281553,0.09143787467745984,0.19337962225027538,False,0
4,1,Billy Ray Cyrus,11,False,11.0,6.0,17.0,False,0.06310679611650485,0.09080850041056443,0.15391529652706928,True,-1
4,1,Clyde Drexler,11,False,9.0,2.0,11.0,False,0.07766990291262135,0.09014254842165745,0.1678124513342788,False,0
4,1,Heather Mills,11,False,7.0,4.0,11.0,False,0.08737864077669903,0.0902649320085102,0.17764357278520923,False,0
4,1,Ian Ziering,11,False,3.0,7.0,10.0,False,0.10194174757281553,0.09086622193498126,0.19280796950779677,False,0
4,1,Joey Fatone,11,False,1.0,1.0,2.0,False,0.11650485436893204,0.08957066262250453,0.20607551699143656,False,0
4,1,John Ratzenberger,11,False,8.0,5.0,13.0,False,0.0825242718446602,0.09061379623061,0.1731380680752702,False,0
4,1,Laila Ali,11,False,2.0,8.0,10.0,False,0.11165048543689321,0.09117545695316777,0.20282594239006096,False,0
4,1,Leeza Gibbons,11,False,10.0,11.0,21.0,True,0.07281553398058252,0.09289212964627612,0.16570766362685863,False,1
4,1,Paulina Porizkova,11,False,5.0,10.0,15.0,False,0.09223300970873786,0.09206794597091436,0.1843009556796522,False,0
4,1,Shandi Finnessey,11,False,5.0,3.0,8.0,False,0.09223300970873786,0.09015993112335403,0.1823929408320919,False,0
4,2,Apolo Anton Ohno,11,False,2.0,5.0,7.0,False,0.10612244897959183,0.09407929179262836,0.2002017407722202,False,0
4,2,Billy Ray Cyrus,11,False,6.0,8.0,14.0,False,0.08571428571428572,0.10085713403380227,0.186571419748088,False,0
4,2,Clyde Drexler,11,False,11.0,11.0,22.0,True,0.07346938775510205,0.11248061370473372,0.18595000145983576,False,1
4,2,Heather Mills,11,False,3.0,6.0,9.0,False,0.09795918367346938,0.09563543874770299,0.19359462242117237,False,0
4,2,Ian Ziering,11,False,5.0,4.0,9.0,False,0.08979591836734693,0.09341557223759275,0.1832114906049397,False,0
4,2,Joey Fatone,11,False,3.0,3.0,6.0,False,0.09795918367346938,0.09285784534354673,0.1908170290170161,False,0
4,2,John Ratzenberger,11,False,6.0,9.0,15.0,False,0.08571428571428572,0.10218757176480305,0.18790185747908877,False,0
4,2,Laila Ali,11,False,1.0,2.0,3.0,False,0.11020408163265306,0.08993471293349067,0.20013879456614375,False,0
4,2,Leeza Gibbons,11,False,6.0,7.0,13.0,False,0.08571428571428572,0.10084372312880775,0.18655800884309348,False,0
4,2,Paulina Porizkova,11,True,6.0,1.0,7.0,False,0.08571428571428572,0.010717397301025475,0.09643168301531119,True,-1
4,2,Shandi Finnessey,11,False,10.0,10.0,20.0,False,0.08163265306122448,0.10699069901186618,0.18862335207309067,False,0
4,3,Apolo Anton Ohno,10,False,5.0,6.0,11.0,False,0.10550458715596331,0.10626483673954573,0.21176942389550904,False,0
4,3,Billy Ray Cyrus,10,False,6.0,8.0,14.0,False,0.0963302752293578,0.11353871563120195,0.20986899086055977,False,0
4,3,Clyde Drexler,10,False,10.0,10.0,20.0,True,0.07339449541284404,0.13213560421061327,0.2055300996234573,False,1
4,3,Heather Mills,10,False,1.0,3.0,4.0,False,0.11009174311926606,0.10030507668479195,0.210396819804058,False,0
4,3,Ian Ziering,10,False,1.0,4.0,5.0,False,0.11009174311926606,0.10060830692090131,0.21070005004016737,False,0
4,3,Joey Fatone,10,False,1.0,5.0,6.0,False,0.11009174311926606,0.10374166363201727,0.21383340675128332,False,0
4,3,John Ratzenberger,10,False,9.0,9.0,18.0,False,0.09174311926605505,0.12290568955575988,0.21464880882181492,False,0
4,3,Laila Ali,10,False,6.0,7.0,13.0,False,0.0963302752293578,0.11158075981508826,0.20791103504444608,False,0
4,3,Leeza Gibbons,10,False,1.0,2.0,3.0,False,0.11009174311926606,0.09732901980064679,0.20742076291991285,False,0
4,3,Shandi Finnessey,10,True,6.0,1.0,7.0,False,0.0963302752293578,0.011590327009433543,0.10792060223879135,True,-1
4,4,Apolo Anton Ohno,9,False,2.0,2.0,4.0,False,0.1368421052631579,0.1125288449647633,0.24937095022792122,False,0
4,4,Billy Ray Cyrus,9,False,5.0,3.0,8.0,False,0.11052631578947368,0.11460302389888297,0.22512933968835663,False,0
4,4,Clyde Drexler,9,False,9.0,9.0,18.0,True,0.07894736842105263,0.13859509910109172,0.21754246752214434,False,1
4,4,Heather Mills,9,False,4.0,5.0,9.0,False,0.12105263157894737,0.11735277814194608,0.23840540972089347,False,0
4,4,Ian Ziering,9,False,3.0,6.0,9.0,False,0.12631578947368421,0.1211289646562485,0.24744475412993272,False,0
4,4,Joey Fatone,9,False,1.0,4.0,5.0,False,0.14736842105263157,0.1151436405318427,0.26251206158447427,False,0
4,4,John Ratzenberger,9,False,7.0,8.0,15.0,False,0.08421052631578947,0.13792023072782314,0.22213075704361263,False,0
4,4,Laila Ali,9,False,5.0,7.0,12.0,False,0.11052631578947368,0.12119299899524921,0.2317193147847229,False,0
4,4,Leeza Gibbons,9,True,7.0,1.0,8.0,False,0.08421052631578947,0.021534418982152324,0.10574494529794179,True,-1
4,5,Apolo Anton Ohno,8,False,1.0,3.0,4.0,False,0.17045454545454544,0.1342416624821181,0.3046962079366635,False,0
4,5,Billy Ray Cyrus,8,False,7.0,8.0,15.0,True,0.09659090909090909,0.1493969778826468,0.2459878869735559,False,1
4,5,Clyde Drexler,8,True,8.0,1.0,9.0,False,0.07386363636363637,0.03330141228849045,0.10716504865212681,True,-1
4,5,Heather Mills,8,False,5.0,6.0,11.0,False,0.11931818181818182,0.13906720416260235,0.2583853859807842,False,0
4,5,Ian Ziering,8,False,4.0,4.0,8.0,False,0.13636363636363635,0.13437360913182006,0.2707372454954564,False,0
4,5,Joey Fatone,8,False,3.0,5.0,8.0,False,0.14204545454545456,0.13482215243754953,0.27686760698300406,False,0
4,5,John Ratzenberger,8,False,6.0,7.0,13.0,False,0.10227272727272728,0.14295511359699212,0.24522784086971938,False,0
4,5,Laila Ali,8,False,2.0,2.0,4.0,False,0.1590909090909091,0.1318418680177807,0.2909327771086898,False,0
4,6,Apolo Anton Ohno,7,False,1.0,2.0,3.0,False,0.16470588235294117,0.14900649367570723,0.31371237602864843,False,0
4,6,Billy Ray Cyrus,7,False,6.0,6.0,12.0,False,0.12352941176470589,0.17552838222271666,0.29905779398742255,False,0
4,6,Heather Mills,7,True,5.0,1.0,6.0,False,0.13529411764705881,0.02394382986356023,0.15923794751061904,True,-1
4,6,Ian Ziering,7,False,4.0,5.0,9.0,False,0.1411764705882353,0.1556576529631285,0.2968341235513638,False,0
4,6,Joey Fatone,7,False,3.0,4.0,7.0,False,0.1588235294117647,0.15380942178633236,0.3126329511980971,False,0
4,6,John Ratzenberger,7,False,7.0,7.0,14.0,True,0.11176470588235295,0.1883166095984097,0.30008131548076267,False,1
4,6,Laila Ali,7,False,1.0,3.0,4.0,False,0.16470588235294117,0.15373760989014532,0.3184434922430865,False,0
4,7,Apolo Anton Ohno,6,False,3.0,5.0,8.0,False,0.17475728155339806,0.1889868026897884,0.3637440842431865,False,0
4,7,Billy Ray Cyrus,6,False,6.0,6.0,12.0,True,0.12297734627831715,0.23057472118141578,0.35355206745973294,False,1
4,7,Ian Ziering,6,False,3.0,4.0,7.0,False,0.17475728155339806,0.18525226553139165,0.3600095470847897,False,0
4,7,Joey Fatone,6,False,1.0,3.0,4.0,False,0.19093851132686085,0.18208498104117582,0.37302349236803667,False,0
4,7,John Ratzenberger,6,True,5.0,1.0,6.0,False,0.14563106796116504,0.03572833722179968,0.18135940518296473,True,-1
4,7,Laila Ali,6,False,1.0,2.0,3.0,False,0.19093851132686085,0.17737289233442863,0.36831140366128945,False,0
4,8,Apolo Anton Ohno,5,False,1.0,2.0,3.0,False,0.23107569721115537,0.23268633447451786,0.4637620316856732,False,0
4,8,Billy Ray Cyrus,5,True,5.0,1.0,6.0,False,0.15139442231075698,0.056135786755136426,0.2075302090658934,True,-1
4,8,Ian Ziering,5,False,4.0,5.0,9.0,True,0.18725099601593626,0.24266247715712327,0.4299134731730595,False,1
4,8,Joey Fatone,5,False,2.0,3.0,5.0,False,0.21912350597609562,0.2339144391333217,0.4530379451094173,False,0
4,8,Laila Ali,5,False,3.0,4.0,7.0,False,0.21115537848605578,0.2346009624799008,0.4457563409659566,False,0
4,9,Apolo Anton Ohno,4,False,3.0,4.0,7.0,True,0.2489451476793249,0.313326977545313,0.5622721252246379,False,1
4,9,Ian Ziering,4,True,4.0,1.0,5.0,False,0.24472573839662448,0.0637239769837885,0.308449715380413,True,-1
4,9,Joey Fatone,4,False,1.0,2.0,3.0,False,0.25316455696202533,0.3104149067197978,0.5635794636818232,False,0
4,9,Laila Ali,4,False,1.0,3.0,4.0,False,0.25316455696202533,0.3125341387511007,0.565698695713126,False,0
4,10,Apolo Anton Ohno,3,False,1.0,3.0,4.0,True,0.33976850076853665,0.3374695551735932,0.6772380559421298,False,1
4,10,Joey Fatone,3,False,2.0,2.0,4.0,True,0.3320460681848982,0.3345181692541187,0.6665642374390168,False,1
4,10,Laila Ali,3,False,3.0,1.0,4.0,True,0.3281854310465651,0.32801227557228807,0.6561977066188531,True,0
5,1,Albert Reed,12,False,5.0,7.0,12.0,False,0.08171206225680934,0.08925747002631171,0.17096953228312106,False,0
5,1,Cameron Mathison,12,False,5.0,9.0,14.0,False,0.08171206225680934,0.08963142035536142,0.17134348261217075,False,0
5,1,Floyd Mayweather Jr. ,12,False,11.0,12.0,23.0,True,0.07003891050583658,0.09615285021810503,0.1661917607239416,False,1
5,1,Helio Castroneves,12,False,2.0,2.0,4.0,False,0.09727626459143969,0.08713924583958187,0.18441551043102156,False,0
5,1,Jane Seymour,12,False,3.0,3.0,6.0,False,0.0933852140077821,0.0871895695759975,0.1805747835837796,False,0
5,1,Jennie Garth,12,False,5.0,5.0,10.0,False,0.08171206225680934,0.08831336459559132,0.17002542685240066,False,0
5,1,Josie Maran,12,True,12.0,1.0,13.0,False,0.0622568093385214,0.01435539614951762,0.07661220548803901,True,-1
5,1,Marie Osmond,12,False,5.0,6.0,11.0,False,0.08171206225680934,0.08918027225393282,0.17089233451074215,False,0
5,1,Mark Cuban,12,False,5.0,10.0,15.0,False,0.08171206225680934,0.09011417107772428,0.17182623333453362,False,0
