season,week,celebrity_name,rule_type,judge_raw,judge_metric,fan_vote_mean,fan_vote_share_pct,ci_low,ci_high,abc_accept_rate,feasible_min,feasible_max,slack_min,is_noisy,week_type,n_active,is_eliminated_this_week,industry_category,judge_variance,prior_fan_bias,sigma_j,adaptive_k,mean,std,cv_j,dynamic_k,damped_f,adj_fan_share,arhm_total_score,arhm_rank,original_rank
1,2,Rachel Hunter,rank,24.0,2.0,3.646594274432379,15.479631215445302,1.0,6.0,0.1013,1.0,6.0,0.0,False,single_elimination,6,False,Fashion,0.0,8.462785579956e-06,4.445971959725642,0.4202931620529954,20.166666666666668,4.445971959725642,0.2204614194905277,0.1458731865679792,0.02232946286531862,0.15540656841101516,0.17687683792451586,2.0,2.0
1,2,Trista Sutter,rank,19.0,4.0,5.771964461994077,9.294624288802328,5.0,6.0,0.1013,3.0,6.0,0.0,False,single_elimination,6,True,Media,0.5773502691896258,-0.005577306450457,4.445971959725642,0.4193117432468006,20.166666666666668,4.445971959725642,0.2204614194905277,0.14553256078211566,0.013436035593444732,0.09351090069741849,0.12526784704292412,6.0,6.0
1,3,Evander Holyfield,rank,13.0,5.0,3.832208293153327,15.445745009136877,2.0,5.0,0.6222,1.0,5.0,0.0,False,single_elimination,5,True,Sports,0.5773502691896258,0.0153950684899268,4.969909455915671,0.3426281819860931,21.2,4.969909455915671,0.23442969131677693,0.11120588725327563,0.01703072813112742,0.1542787065844589,0.1384601080092106,5.0,5.0
1,3,Joey McIntyre,rank,22.0,3.0,2.831565413050466,20.85359646101204,1.0,5.0,0.6222,1.0,5.0,0.0,False,single_elimination,5,False,Music,0.5773502691896258,-0.0084150342504085,4.969909455915671,0.3434495609960878,21.2,4.969909455915671,0.23442969131677693,0.11147247998084461,0.02297994792963938,0.20817175969611823,0.2078594647537195,4.0,4.0
1,3,John O'Hurley,rank,24.0,2.0,2.918836387013822,20.31470754484455,1.0,5.0,0.6222,1.0,5.0,0.0,False,single_elimination,5,False,Entertainment,1.0,0.0,4.969909455915671,0.3444450553660831,21.2,4.969909455915671,0.23442969131677693,0.11179558485222224,0.022456891921840385,0.2034334770030272,0.21492428567132493,3.0,3.0
1,3,Kelly Monaco,rank,21.0,4.0,2.4681774349083896,23.25552687755493,1.0,5.0,0.6222,1.0,5.0,0.0,False,single_elimination,5,False,Entertainment,1.0,0.0,4.969909455915671,0.3444450553660831,21.2,4.969909455915671,0.23442969131677693,0.11179558485222224,0.02566643318361007,0.23250821008447764,0.21531070881582373,2.0,2.0
1,3,Rachel Hunter,rank,26.0,1.0,2.949212471873996,20.13042410745161,1.0,5.0,0.6222,1.0,5.0,0.0,False,single_elimination,5,False,Fashion,0.5773502691896257,8.462785579956e-06,4.969909455915671,0.3444440513238504,21.2,4.969909455915671,0.23442969131677693,0.11179525897299457,0.02225536174825633,0.20160784663191803,0.2234454327499213,1.0,1.0
1,4,Joey McIntyre,rank,20.0,4.0,1.0,41.30792076435934,1.0,1.0,0.0411,1.0,2.0,0.0,False,single_elimination,4,False,Music,0.5773502691896258,-0.0084150342504085,2.943920288775949,0.9916551876314856,23.0,2.9439202887759492,0.1279965342946065,0.5364600467565517,0.20016187689227805,0.39987275640109404,0.3086320303744601,1.0,1.0
1,4,John O'Hurley,rank,21.0,3.0,2.0,27.68952734840189,2.0,2.0,0.0411,1.0,3.0,0.0,False,single_elimination,4,False,Entertainment,1.0,0.0,2.943920288775949,1.0,23.0,2.9439202887759492,0.1279965342946065,0.5409743764239839,0.13958214178397124,0.27884978221683615,0.25355532589102675,2.0,2.0
1,4,Kelly Monaco,rank,26.0,1.0,3.0,18.56084524688585,3.0,3.0,0.0411,1.0,4.0,0.0,False,single_elimination,4,False,Entertainment,0.5773502691896257,0.0,2.943920288775949,1.0,23.0,2.9439202887759492,0.1279965342946065,0.5409743764239839,0.09568230767739608,0.19114902749622437,0.23687886157419913,3.0,3.0
1,4,Rachel Hunter,rank,25.0,2.0,4.0,12.441706640352905,4.0,4.0,0.0411,3.0,4.0,0.0,False,single_elimination,4,True,Fashion,1.1547005383792517,8.462785579956e-06,2.943920288775949,0.9999915372860384,23.0,2.9439202887759492,0.1279965342946065,0.5409697983125757,0.06513759976565457,0.1301284338858455,0.20093378216031405,4.0,4.0
1,5,Joey McIntyre,rank,22.5,3.0,1.989,33.55369316406089,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False,Music,0.8660254037844386,-0.0084150342504085,2.362907813126304,0.9916551876314856,24.333333333333332,2.362907813126304,0.09710580053943715,0.6222037498203855,0.1896052470934349,0.33364113148786484,0.3209301547850283,3.0,3.0
1,5,John O'Hurley,rank,27.0,1.0,2.0048,33.23710714158462,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False,Entertainment,0.0,0.0,2.362907813126304,1.0,24.333333333333332,2.362907813126304,0.09710580053943715,0.6274396156858567,0.18941531756783658,0.3333069197358433,0.3515849667172367,1.0,1.0
1,5,Kelly Monaco,rank,23.5,2.0,2.0062,33.20919969435449,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False,Entertainment,0.5773502691896258,0.0,2.362907813126304,1.0,24.333333333333332,2.362907813126304,0.09710580053943715,0.6274396156858567,0.1892704198702062,0.33305194877629196,0.327484878497735,2.0,2.0
1,6,John O'Hurley,rank,27.0,2.0,1.4915,50.50998231393602,1.0,2.0,1.0,1.0,2.0,0.0,False,no_elimination,2,False,Entertainment,0.0,0.0,0.3535533905932738,1.0,27.25,0.3535533905932738,0.012974436352046745,0.9396222985770093,0.3883888395599031,0.5042326528987237,0.49982274846771046,2.0,2.0
1,6,Kelly Monaco,rank,27.5,1.0,1.5085,49.49001768606397,1.0,2.0,1.0,1.0,2.0,0.0,False,no_elimination,2,False,Entertainment,0.5773502691896257,0.0,0.3535533905932738,1.0,27.25,0.3535533905932738,0.012974436352046745,0.9396222985770093,0.3818683766817272,0.4957673471012763,0.5001772515322895,1.0,1.0
2,1,Drew Lachey,rank,24.0,1.0,5.381191432396252,10.054332501755804,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Music,0.0,-0.0084150342504085,4.1432676315520185,0.4796177177298214,19.5,4.1432676315520185,0.21247526315651377,0.1729682587174614,0.017241314495960613,0.10039275543379053,0.11173483925535681,1.0,1.0
2,1,George Hamilton,rank,18.0,8.0,4.382195448460509,11.486852274385468,1.0,9.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Entertainment,1.0,0.0,4.1432676315520185,0.4815612989019065,19.5,4.1432676315520185,0.21247526315651377,0.17366918747506202,0.019752746651559006,0.11501632686998334,0.10366200958883783,6.0,6.0
2,1,Giselle Fernandez,rank,23.0,2.0,5.502342704149933,9.89322454467119,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Other,0.5773502691896258,-0.00096441540841,4.1432676315520185,0.4813377535498888,19.5,4.1432676315520185,0.21247526315651377,0.17358856858035998,0.017027709076760315,0.09914897343479434,0.10854884569175614,2.0,2.0
2,1,Jerry Rice,rank,21.0,5.0,5.337684069611781,10.112826999370656,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Sports,0.0,0.0153950684899268,4.1432676315520185,0.4780174357714498,19.5,4.1432676315520185,0.21247526315651377,0.1723911366188311,0.017283395330178312,0.10063778378699742,0.10416504573965256,5.0,5.0
2,1,Kenny Mayne,rank,13.0,9.0,8.68607764390897,6.4711390333166365,6.0,10.0,0.2988,2.0,10.0,0.0,False,single_elimination,10,True,Other,0.5773502691896258,-0.00096441540841,4.1432676315520185,0.4813377535498888,19.5,4.1432676315520185,0.21247526315651377,0.17358856858035998,0.011170534239536163,0.06504380580942795,0.06585523623804732,10.0,10.0
2,1,Lisa Rinna,rank,19.0,7.0,5.158299866131191,10.357620322172194,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Entertainment,1.1547005383792517,0.0,4.1432676315520185,0.4815612989019065,19.5,4.1432676315520185,0.21247526315651377,0.17366918747506202,0.017828125382243157,0.10380963886261792,0.10062276814925768,8.0,8.0
2,1,Master P,rank,12.0,10.0,4.345716198125837,11.542859271477733,1.0,9.0,0.2988,1.0,9.0,0.0,False,single_elimination,10,False,Music,0.0,-0.0084150342504085,4.1432676315520185,0.4796177177298214,19.5,4.1432676315520185,0.21247526315651377,0.1729682587174614,0.019768786221696706,0.11510972210631956,0.08832409182239055,9.0,9.0
2,1,Stacy Keibler,rank,22.0,4.0,5.403279785809906,10.024764909803908,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Sports,1.1547005383792517,0.0153950684899268,4.1432676315520185,0.4780174357714498,19.5,4.1432676315520185,0.21247526315651377,0.1723911366188311,0.017134174229618694,0.09976889890832111,0.10629470586441697,4.0,4.0
2,1,Tatum O'Neal,rank,23.0,2.0,5.517068273092369,9.873819153254336,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Entertainment,0.5773502691896258,0.0,4.1432676315520185,0.4815612989019065,19.5,4.1432676315520185,0.21247526315651377,0.17366918747506202,0.017002417715488972,0.09900170685327607,0.108475212400997,3.0,3.0
2,1,Tia Carrere,rank,20.0,6.0,5.286144578313253,10.182560989792076,1.0,10.0,0.2988,1.0,10.0,0.0,False,single_elimination,10,False,Entertainment,0.5773502691896258,0.0,4.1432676315520185,0.4815612989019065,19.5,4.1432676315520185,0.21247526315651377,0.17366918747506202,0.01752942880687787,0.10207038793447183,0.1023172452492872,7.0,7.0
2,2,Drew Lachey,rank,27.0,2.0,4.970327552986513,11.00868753781325,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Music,0.0,-0.0084150342504085,4.236088342379611,0.4591759143103719,22.22222222222222,4.236088342379611,0.1906239754070825,0.18390849244995935,0.020043687738108815,0.10998181259327311,0.12249090629663656,2.0,2.0
2,2,George Hamilton,rank,22.0,5.0,4.794219653179191,11.303370122982772,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Entertainment,0.5773502691896258,0.0,4.236088342379611,0.4609570435897697,22.22222222222222,4.236088342379611,0.1906239754070825,0.1846218678479797,0.020653728781850768,0.11332917165332614,0.11166458582666307,6.0,6.0
2,2,Giselle Fernandez,rank,24.0,3.0,4.976493256262042,10.998510799423162,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Other,0.0,-0.00096441540841,4.236088342379611,0.4607522143151219,22.22222222222222,4.236088342379611,0.1906239754070825,0.18453982991450782,0.020093401803826027,0.11025459887543837,0.11512729943771918,3.0,3.0
2,2,Jerry Rice,rank,23.0,4.0,4.973795761078998,11.002961964372448,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Sports,0.5773502691896258,0.0153950684899268,4.236088342379611,0.4577089280838139,22.22222222222222,4.236088342379611,0.1906239754070825,0.18332093718635992,0.019969998574459465,0.10957747243927896,0.11228873621963947,5.0,5.0
2,2,Lisa Rinna,rank,20.0,7.0,4.025433526011561,12.684982853051716,1.0,8.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Entertainment,0.5773502691896258,0.0,4.236088342379611,0.4609570435897697,22.22222222222222,4.236088342379611,0.1906239754070825,0.1846218678479797,0.023149229288810035,0.12702224413923327,0.11351112206961664,4.0,4.0
2,2,Master P,rank,16.0,9.0,3.3830443159922927,13.968114869197905,1.0,7.0,0.2595,1.0,8.0,0.0,False,single_elimination,9,False,Music,0.5773502691896258,-0.0084150342504085,4.236088342379611,0.4591759143103719,22.22222222222222,4.236088342379611,0.1906239754070825,0.18390849244995935,0.025364142653452475,0.13917570560617115,0.10958785280308558,7.0,7.0
2,2,Stacy Keibler,rank,29.0,1.0,4.923314065510597,11.086595438153562,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Sports,0.5773502691896257,0.0153950684899268,4.236088342379611,0.4577089280838139,22.22222222222222,4.236088342379611,0.1906239754070825,0.18332093718635992,0.020120273566048785,0.11040204704742397,0.127701023523712,1.0,1.0
2,2,Tatum O'Neal,rank,17.0,8.0,7.865125240847784,7.131097032382307,5.0,9.0,0.2595,2.0,9.0,0.0,False,single_elimination,9,True,Entertainment,0.5773502691896258,0.0,4.236088342379611,0.4609570435897697,22.22222222222222,4.236088342379611,0.1906239754070825,0.1846218678479797,0.013079651733269653,0.0717694181085597,0.07838470905427986,9.0,9.0
2,2,Tia Carrere,rank,22.0,5.0,5.088246628131021,10.815679382622898,1.0,9.0,0.2595,1.0,9.0,0.0,False,single_elimination,9,False,Entertainment,0.5773502691896258,0.0,4.236088342379611,0.4609570435897697,22.22222222222222,4.236088342379611,0.1906239754070825,0.1846218678479797,0.01977136141196316,0.1084875295372953,0.10924376476864765,8.0,8.0
2,3,Drew Lachey,rank,27.0,1.0,4.668562144597888,11.87237750737043,1.0,8.0,0.1231,1.0,8.0,0.0,False,single_elimination,8,False,Music,0.0,-0.0084150342504085,4.527692569068709,0.4049535858990974,22.75,4.527692569068709,0.19901945358543774,0.15578534725880439,0.018326464311091487,0.11873596666817422,0.1335438075099113,2.0,2.0
2,3,George Hamilton,rank,22.0,5.0,4.064175467099918,13.168447519796612,1.0,7.0,0.1231,1.0,7.0,0.0,False,single_elimination,8,False,Entertainment,0.5773502691896258,0.0,4.527692569068709,0.4063382641089625,22.75,4.527692569068709,0.19901945358543774,0.15631803194978347,0.02037565720208634,0.132012553721279,0.12644583730019995,5.0,5.0
2,3,Giselle Fernandez,rank,22.0,5.0,7.521527213647441,7.280028360865269,6.0,8.0,0.1231,4.0,8.0,0.0,False,single_elimination,8,True,Other,0.5773502691896258,-0.00096441540841,4.527692569068709,0.4061790911004712,22.75,4.527692569068709,0.19901945358543774,0.1562567982102501,0.01131132430650687,0.0732853322404074,0.09708222655976415,8.0,8.0
2,3,Jerry Rice,rank,19.0,7.0,3.393988627132413,14.771694286822507,1.0,6.0,0.1231,1.0,6.0,0.0,False,single_elimination,8,False,Sports,0.5773502691896258,0.0153950684899268,4.527692569068709,0.4038121744872173,22.75,4.527692569068709,0.19901945358543774,0.1553462471264519,0.022687943814742803,0.1469937078330124,0.1256946561143084,6.0,6.0
2,3,Lisa Rinna,rank,25.0,4.0,4.413484971567831,12.40304490626436,1.0,8.0,0.1231,1.0,8.0,0.0,False,single_elimination,8,False,Entertainment,0.5773502691896257,0.0,4.527692569068709,0.4063382641089625,22.75,4.527692569068709,0.19901945358543774,0.15631803194978347,0.01920263920139397,0.12441264662151821,0.1308876419920778,4.0,4.0
2,3,Master P,rank,14.0,8.0,2.8050365556458163,16.34097918994636,1.0,5.0,0.1231,1.0,5.0,0.0,False,single_elimination,8,False,Music,1.1547005383792517,-0.0084150342504085,4.527692569068709,0.4049535858990974,22.75,4.527692569068709,0.19901945358543774,0.15578534725880439,0.02513822175678181,0.162868898765375,0.11989598784422596,7.0,7.0
2,3,Stacy Keibler,rank,27.0,1.0,4.5564581640942325,12.102745277130287,1.0,8.0,0.1231,1.0,8.0,0.0,False,single_elimination,8,False,Sports,0.0,0.0153950684899268,4.527692569068709,0.4038121744872173,22.75,4.527692569068709,0.19901945358543774,0.1553462471264519,0.018626603293399234,0.12068054755372694,0.13451609795268765,1.0,1.0
2,3,Tia Carrere,rank,26.0,3.0,4.5767668562144594,12.06068295180417,1.0,8.0,0.1231,1.0,8.0,0.0,False,single_elimination,8,False,Entertainment,0.5773502691896257,0.0,4.527692569068709,0.4063382641089625,22.75,4.527692569068709,0.19901945358543774,0.15631803194978347,0.01867750657533594,0.1210103465965068,0.13193374472682481,3.0,3.0
2,4,Drew Lachey,rank,28.0,1.0,3.974448897795591,14.173441926262337,1.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Music,0.5773502691896257,-0.0084150342504085,6.7788185513687385,0.2118399560110162,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.014073937806634488,0.1417651523524108,0.15949017111291425,1.0,1.0
2,4,George Hamilton,rank,21.0,6.0,2.914078156312625,17.521769422622274,1.0,6.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Entertainment,0.0,0.0,6.7788185513687385,0.2122182648817437,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.017370033115691224,0.17496634025564436,0.1539388663303538,3.0,4.0
2,4,Jerry Rice,rank,24.0,5.0,3.466182364729459,15.689994766166016,1.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Sports,0.0,0.0153950684899268,6.7788185513687385,0.2115271813134302,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.015568179335068946,0.15681647493463452,0.15435760455592484,2.0,2.0
2,4,Lisa Rinna,rank,26.0,2.0,3.9230961923847696,14.319760945399397,1.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Entertainment,0.5773502691896257,0.0,6.7788185513687385,0.2122182648817437,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.014218201557859966,0.14321830448029424,0.15388763325280536,4.0,3.0
2,4,Master P,rank,8.0,7.0,5.838426853707415,9.76275207301338,3.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,True,Music,1.1547005383792517,-0.0084150342504085,6.7788185513687385,0.2118399560110162,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.009715404322480982,0.09786214724442803,0.07424752931841655,7.0,7.0
2,4,Stacy Keibler,rank,26.0,2.0,3.9245991983967934,14.31545705495079,1.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Sports,0.5773502691896257,0.0153950684899268,6.7788185513687385,0.2115271813134302,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.01421395841901428,0.14317556383207086,0.15386626292869365,5.0,5.0
2,4,Tia Carrere,rank,25.0,4.0,3.9591683366733466,14.216823811585812,1.0,7.0,0.3992,1.0,7.0,0.0,False,single_elimination,7,False,Entertainment,0.5773502691896257,0.0,6.7788185513687385,0.2122182648817437,22.571428571428573,6.7788185513687385,0.3003274041745643,0.1,0.0141167124995157,0.14219601690051714,0.1502119325008915,6.0,6.0
2,5,Drew Lachey,rank,27.0,2.0,3.427320490367776,16.686238678870087,1.0,6.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,False,Music,0.0,-0.0084150342504085,2.926886855802026,0.9916551876314856,25.166666666666668,2.926886855802026,0.11630013996564341,0.5674398666618538,0.09046607560821714,0.16682799757771824,0.1728179722987929,3.0,3.0
2,5,George Hamilton,rank,24.0,4.0,3.0800600450337754,18.136506766672625,1.0,6.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,False,Entertainment,0.0,0.0,2.926886855802026,1.0,25.166666666666668,2.926886855802026,0.11630013996564341,0.5722148925748606,0.09874046483607253,0.18208675371123148,0.17051357553111243,4.0,4.0
2,5,Jerry Rice,rank,23.0,5.0,2.6014510883162374,20.344141938335817,1.0,5.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,False,Sports,0.5773502691896258,0.0153950684899268,2.926886855802026,0.984838346208612,25.166666666666668,2.926886855802026,0.11630013996564341,0.5635391684793642,0.10853794974548044,0.20015424230013598,0.176236061547419,2.0,2.0
2,5,Lisa Rinna,rank,25.0,3.0,3.3400050037528146,17.03960031280157,1.0,6.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,False,Entertainment,1.1547005383792517,0.0,2.926886855802026,1.0,25.166666666666668,2.926886855802026,0.11630013996564341,0.5722148925748606,0.09303771846889149,0.17157035017836944,0.16856663204282712,5.0,5.0
2,5,Stacy Keibler,rank,30.0,1.0,3.4258193645233925,16.692251316482473,1.0,6.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,False,Sports,0.0,0.0153950684899268,2.926886855802026,0.984838346208612,25.166666666666668,2.926886855802026,0.11630013996564341,0.5635391684793642,0.08990228735888037,0.16578831873609334,0.18223190771241754,1.0,1.0
2,5,Tia Carrere,rank,22.0,6.0,5.125344008006005,11.10126098683742,3.0,6.0,0.3997,1.0,6.0,0.0,False,single_elimination,6,True,Entertainment,0.5773502691896258,0.0,2.926886855802026,1.0,25.166666666666668,2.926886855802026,0.11630013996564341,0.5722148925748606,0.061587046659656204,0.1135723374964516,0.1296338508674311,6.0,6.0
2,6,Drew Lachey,rank,30.0,1.0,2.974668560606061,19.740667643572102,1.0,5.0,0.4224,1.0,5.0,0.0,False,single_elimination,5,False,Music,0.0,-0.0084150342504085,3.507135583350036,0.6901969442387411,26.6,3.507135583350036,0.1318472023815803,0.3665410101770448,0.06985962883426321,0.19775378084360842,0.21165884530902224,2.0,2.0
2,6,George Hamilton,rank,23.0,4.0,4.272964015151516,13.372391141731285,3.0,5.0,0.4224,2.0,5.0,0.0,False,single_elimination,5,True,Entertainment,0.5773502691896258,0.0,3.507135583350036,0.6942290480188738,26.6,3.507135583350036,0.1318472023815803,0.36868232854283184,0.04812484102743865,0.13622845446619342,0.15458039264663054,5.0,5.0
2,6,Jerry Rice,rank,23.0,4.0,2.162405303030303,25.187802072023903,1.0,4.0,0.4224,1.0,4.0,0.0,False,single_elimination,5,False,Sports,0.5773502691896258,0.0153950684899268,3.507135583350036,0.6868877947644716,26.6,3.507135583350036,0.1318472023815803,0.36478362918419877,0.08790187734402634,0.2488265236746683,0.21087942725086797,3.0,3.0
2,6,Lisa Rinna,rank,27.0,3.0,2.6661931818181817,21.6547205281333,1.0,5.0,0.4224,1.0,5.0,0.0,False,single_elimination,5,False,Entertainment,0.0,0.0,3.507135583350036,0.6942290480188738,26.6,3.507135583350036,0.1318472023815803,0.36868232854283184,0.07681022224738744,0.21742903749023207,0.21021827814361227,4.0,4.0
2,6,Stacy Keibler,rank,30.0,1.0,2.9237689393939394,20.044418614539403,1.0,5.0,0.4224,1.0,5.0,0.0,False,single_elimination,5,False,Sports,0.0,0.0153950684899268,3.507135583350036,0.6868877947644716,26.6,3.507135583350036,0.1318472023815803,0.36478362918419877,0.07056913568913388,0.19976220352529778,0.21266305664986693,1.0,1.0
2,7,Drew Lachey,rank,27.5,1.0,2.48390989541432,23.840132462649542,1.0,4.0,0.2486,1.0,4.0,0.0,False,single_elimination,4,False,Music,0.2886751345948129,-0.0084150342504085,3.366501646120693,0.764392820274584,25.5,3.366501646120693,0.13201967239688991,0.40560808770862167,0.09230339612925999,0.24054249692203963,0.25507517002964725,2.0,2.0
2,7,Jerry Rice,rank,20.5,4.0,1.33869670152856,37.69229421399595,1.0,2.0,0.2486,1.0,3.0,0.0,False,single_elimination,4,False,Sports,0.2886751345948128,0.0153950684899268,3.366501646120693,0.7603360563260212,25.5,3.366501646120693,0.13201967239688991,0.40345545594152743,0.141561728289182,0.36890962867275134,0.284945010414807,1.0,1.0
2,7,Lisa Rinna,rank,26.5,3.0,3.674577634754626,14.807048283309962,3.0,4.0,0.2486,2.0,4.0,0.0,False,single_elimination,4,True,Entertainment,0.2886751345948129,0.0,3.366501646120693,0.7693415263720433,25.5,3.366501646120693,0.13201967239688991,0.40823400878425586,0.05869090094943654,0.15294839034103863,0.20637615595483305,4.0,4.0
2,7,Stacy Keibler,rank,27.5,1.0,2.502815768302494,23.660525040044543,1.0,4.0,0.2486,1.0,4.0,0.0,False,single_elimination,4,False,Sports,0.2886751345948129,0.0153950684899268,3.366501646120693,0.7603360563260212,25.5,3.366501646120693,0.13201967239688991,0.40345545594152743,0.09117407351429833,0.23759948406417047,0.2536036636007127,3.0,3.0
2,8,Drew Lachey,rank,28.9998,1.0,2.0107,33.11892410351395,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False,Music,0.0,-0.0084150342504085,1.261910663768767,0.9916551876314856,28.110966666666666,1.261910663768767,0.044890333325502865,0.7994323024139817,0.2348850513195491,0.3327872157878386,0.3383300644844077,1.0,1.0
