season,week,celebrity_name,rule_type,judge_raw,judge_metric,fan_vote_mean,fan_vote_share_pct,ci_low,ci_high,abc_accept_rate,feasible_min,feasible_max,slack_min,is_noisy,week_type,n_active,is_eliminated_this_week
1,3,John O'Hurley,rank,24.0,1.0,2.484392735527809,24.965133600352505,1.0,4.0,0.7048,1.0,4.0,0.0,False,single_elimination,4,False
1,3,Kelly Monaco,rank,21.0,3.0,2.128972758229285,28.77906423076923,1.0,4.0,0.7048,1.0,4.0,0.0,False,single_elimination,4,False
1,4,Joey McIntyre,rank,20.0,3.0,1.9957,33.41936268818907,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,4,John O'Hurley,rank,21.0,2.0,1.9996,33.34125280370509,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,4,Kelly Monaco,rank,26.0,1.0,2.0047,33.23938450810583,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,5,Joey McIntyre,rank,22.5,3.0,2.0175,32.984217395105894,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,5,John O'Hurley,rank,27.0,1.0,1.9881,33.57122114160186,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,5,Kelly Monaco,rank,23.5,2.0,1.9944,33.44456146329225,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
1,6,John O'Hurley,rank,27.0,2.0,1.4943,50.34199466654141,1.0,2.0,1.0,1.0,2.0,0.0,False,no_elimination,2,False
1,6,Kelly Monaco,rank,27.5,1.0,1.5057,49.65800533345858,1.0,2.0,1.0,1.0,2.0,0.0,False,no_elimination,2,False
2,1,Drew Lachey,rank,24.0,1.0,4.895055499495459,11.15236338006296,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,George Hamilton,rank,18.0,7.0,3.877564749411369,12.991236961661826,1.0,8.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,Jerry Rice,rank,21.0,4.0,4.906828119744366,11.132686877632814,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,Kenny Mayne,rank,13.0,8.0,7.814665321224353,7.197328852820858,5.0,9.0,0.2973,2.0,9.0,0.0,False,single_elimination,9,True
2,1,Lisa Rinna,rank,19.0,6.0,4.780020181634712,11.3464706027809,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,Master P,rank,12.0,9.0,3.866128489741002,13.013541761353087,1.0,8.0,0.2973,1.0,8.0,0.0,False,single_elimination,9,False
2,1,Stacy Keibler,rank,22.0,3.0,4.945509586276488,11.068279612655378,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,Tatum O'Neal,rank,23.0,2.0,4.945845946855028,11.067721186802832,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,1,Tia Carrere,rank,20.0,5.0,4.968382105617222,11.030370764229342,1.0,9.0,0.2973,1.0,9.0,0.0,False,single_elimination,9,False
2,2,Drew Lachey,rank,27.0,2.0,4.487566245413779,12.324279960111314,1.0,8.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,2,George Hamilton,rank,22.0,4.0,4.3750509580106,12.564302173397968,1.0,8.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,2,Jerry Rice,rank,23.0,3.0,4.464329392580514,12.373471152886523,1.0,8.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,2,Lisa Rinna,rank,20.0,6.0,3.625764370158989,14.286410367422093,1.0,7.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,2,Master P,rank,16.0,8.0,3.048104362005707,15.773576891132624,1.0,6.0,0.2453,1.0,7.0,0.0,False,single_elimination,8,False
2,2,Stacy Keibler,rank,29.0,1.0,4.569506726457399,12.152371762525284,1.0,8.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,2,Tatum O'Neal,rank,17.0,7.0,7.085201793721973,7.895258157217966,5.0,8.0,0.2453,2.0,8.0,0.0,False,single_elimination,8,True
2,2,Tia Carrere,rank,22.0,5.0,4.34447615165104,12.630329535306217,1.0,8.0,0.2453,1.0,8.0,0.0,False,single_elimination,8,False
2,3,Drew Lachey,rank,27.0,1.0,3.9827,14.335093926378024,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,George Hamilton,rank,22.0,5.0,4.032,14.194444441712044,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,Jerry Rice,rank,19.0,6.0,4.0014,14.28158080700326,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,Lisa Rinna,rank,25.0,4.0,3.9895,14.315611449725171,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,Master P,rank,14.0,7.0,4.0264,14.210351125566945,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,Stacy Keibler,rank,27.0,2.0,4.0019,14.280152720328084,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,3,Tia Carrere,rank,26.0,3.0,3.9661,14.38276552928648,1.0,7.0,1.0,1.0,7.0,0.0,False,no_elimination,7,False
2,4,Drew Lachey,rank,28.0,1.0,3.97879323403181,14.161745744069067,1.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,4,George Hamilton,rank,21.0,6.0,2.9063367836404947,17.549678975585522,1.0,6.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,4,Jerry Rice,rank,24.0,5.0,3.465791466801313,15.691901027348024,1.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,4,Lisa Rinna,rank,26.0,2.0,3.962130775056804,14.20901836963364,1.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,4,Master P,rank,8.0,7.0,5.827821257258268,9.783905728157674,3.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,True
2,4,Stacy Keibler,rank,26.0,3.0,3.933350164099975,14.291043061185762,1.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,4,Tia Carrere,rank,25.0,4.0,3.925776319111336,14.312707094020302,1.0,7.0,0.3961,1.0,7.0,0.0,False,single_elimination,7,False
2,5,Drew Lachey,rank,27.0,2.0,3.421457905544148,16.710950969750854,1.0,6.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,False
2,5,George Hamilton,rank,24.0,4.0,3.080082135523614,18.137732484357095,1.0,6.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,False
2,5,Jerry Rice,rank,23.0,5.0,2.603952772073922,20.33341279074888,1.0,5.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,False
2,5,Lisa Rinna,rank,25.0,3.0,3.3421457905544147,17.032089098249763,1.0,6.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,False
2,5,Stacy Keibler,rank,30.0,1.0,3.4306981519507187,16.67393283860488,1.0,6.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,False
2,5,Tia Carrere,rank,22.0,6.0,5.121663244353183,11.111881818288518,3.0,6.0,0.3896,1.0,6.0,0.0,False,single_elimination,6,True
2,6,Drew Lachey,rank,30.0,1.0,2.886324993927617,20.26070595983936,1.0,5.0,0.4117,1.0,5.0,0.0,False,single_elimination,5,False
2,6,George Hamilton,rank,23.0,4.0,4.31649259169298,13.1922965414652,3.0,5.0,0.4117,2.0,5.0,0.0,False,single_elimination,5,True
2,6,Jerry Rice,rank,23.0,5.0,2.178042263784309,25.057374170232126,1.0,4.0,0.4117,1.0,4.0,0.0,False,single_elimination,5,False
2,6,Lisa Rinna,rank,27.0,3.0,2.695409278600923,21.455007281288918,1.0,5.0,0.4117,1.0,5.0,0.0,False,single_elimination,5,False
2,6,Stacy Keibler,rank,30.0,2.0,2.9237308719941706,20.03461604717441,1.0,5.0,0.4117,1.0,5.0,0.0,False,single_elimination,5,False
2,7,Drew Lachey,rank,27.5,1.0,2.5219669488109635,23.48110861239408,1.0,4.0,0.2481,1.0,4.0,0.0,False,single_elimination,4,False
2,7,Jerry Rice,rank,20.5,4.0,1.3393792825473598,37.68383699229183,1.0,2.0,0.2481,1.0,3.0,0.0,False,single_elimination,4,False
2,7,Lisa Rinna,rank,26.5,3.0,3.673518742442564,14.814041656732964,3.0,4.0,0.2481,2.0,4.0,0.0,False,single_elimination,4,True
2,7,Stacy Keibler,rank,27.5,2.0,2.465135026199113,24.021012738581124,1.0,4.0,0.2481,1.0,4.0,0.0,False,single_elimination,4,False
2,8,Drew Lachey,rank,28.9998,1.0,2.0097,33.139075125058625,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
2,8,Jerry Rice,rank,26.666600000000003,3.0,2.0068,33.19678731081706,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
2,8,Stacy Keibler,rank,28.6665,2.0,1.9835,33.664137564124324,1.0,3.0,1.0,1.0,3.0,0.0,False,no_elimination,3,False
3,1,Emmitt Smith,percent,24.0,0.1224489795918367,0.1045046410796169,10.45046410796169,0.0030018573182369,0.3536272506836222,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Harry Hamlin,percent,17.0,0.086734693877551,0.1143050850711277,11.430508507112766,0.0043480412158411,0.3547818448482643,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Joey Lawrence,percent,21.0,0.1071428571428571,0.10662344166154,10.662344166154003,0.0031438282483302,0.3441619920762974,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Mario Lopez,percent,26.0,0.1326530612244898,0.1062689393938182,10.62689393938182,0.0035057893020057,0.3638088082992852,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Monique Coleman,percent,19.0,0.096938775510204,0.1107062547727652,11.07062547727652,0.0041400814505189,0.3622836723536859,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Sara Evans,percent,15.0,0.0765306122448979,0.1161295638234698,11.61295638234698,0.0076359984774299,0.3613230334384799,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Shanna Moakler,percent,18.0,0.0918367346938775,0.1090901516700452,10.909015167004524,0.0047375308544781,0.348878776881669,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Tucker Carlson,percent,12.0,0.0612244897959183,0.0243029701287682,2.430297012876819,0.0009515360930402,0.0625886487331214,0.3446,0.0,0.1387755102040816,0.0,False,single_elimination,10,True
3,1,Vivica A. Fox,percent,22.0,0.1122448979591836,0.1042544363975814,10.42544363975814,0.0030379816477582,0.3537962199061331,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,1,Willa Ford,percent,22.0,0.1122448979591836,0.1038145160012674,10.38145160012674,0.0029872729739659,0.3457252276214185,0.3446,0.0,1.0,0.0,False,single_elimination,10,False
3,2,Emmitt Smith,percent,24.0,0.1137440758293838,0.1185586341418366,11.85586341418367,0.0064636681615954,0.3707769398049297,0.1368,0.0,0.9857819905213272,0.0,False,single_elimination,9,False
3,2,Harry Hamlin,percent,21.0,0.0995260663507109,0.129004934781432,12.900493478143204,0.0157873840297904,0.379837962619852,0.1368,0.0047393364928909,0.990521327014218,0.0,False,single_elimination,9,False
3,2,Joey Lawrence,percent,29.0,0.1374407582938388,0.1128835297054632,11.288352970546327,0.0036082047006451,0.3733908943827909,0.1368,0.0,0.9857819905213272,0.0,False,single_elimination,9,False
3,2,Mario Lopez,percent,21.0,0.0995260663507109,0.1352797070248703,13.52797070248704,0.018744642372671,0.3972156691502729,0.1368,0.0047393364928909,0.990521327014218,0.0,False,single_elimination,9,False
3,2,Monique Coleman,percent,26.0,0.1232227488151658,0.1133338979318305,11.333389793183056,0.0048866484103021,0.3728016983676784,0.1368,0.0,0.9857819905213272,0.0,False,single_elimination,9,False
3,2,Sara Evans,percent,21.0,0.0995260663507109,0.1298307662852505,12.983076628525057,0.0195506670649981,0.3698844396474697,0.1368,0.0047393364928909,0.990521327014218,0.0,False,single_elimination,9,False
3,2,Shanna Moakler,percent,22.0,0.1042654028436018,0.0148913990340353,1.4891399034035306,0.0005251750136864,0.0458777279614297,0.1368,0.0,0.1179568193786203,0.0,False,single_elimination,9,True
3,2,Vivica A. Fox,percent,24.0,0.1137440758293838,0.1217520043869232,12.175200438692327,0.005952554538791,0.3781199289109894,0.1368,0.0,0.9857819905213272,0.0,False,single_elimination,9,False
3,2,Willa Ford,percent,23.0,0.1090047393364928,0.1244651267083579,12.446512670835803,0.0096787291339568,0.3815067845061894,0.1368,0.0,0.9857819905213272,0.0,False,single_elimination,9,False
3,3,Emmitt Smith,percent,19.0,0.1021505376344086,0.1606890269220897,16.06890269220896,0.0307515645359544,0.4481252789857429,0.1461,0.0161290322580645,1.0,0.0,False,single_elimination,8,False
3,3,Harry Hamlin,percent,22.0,0.1182795698924731,0.0182483700289475,1.8248370028947571,0.0004271023292652,0.0544796194863221,0.1461,0.0,0.1317204301075268,0.0,False,single_elimination,8,True
3,3,Joey Lawrence,percent,22.0,0.1182795698924731,0.1449248391867021,14.49248391867021,0.0162295113086534,0.4338957749522124,0.1461,0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,3,Mario Lopez,percent,22.0,0.1182795698924731,0.142916596915162,14.291659691516196,0.0164751164375191,0.4219499437140588,0.1461,0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,3,Monique Coleman,percent,27.0,0.1451612903225806,0.1277975099503081,12.779750995030804,0.0059824743337595,0.399355251873831,0.1461,0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,3,Sara Evans,percent,25.0,0.1344086021505376,0.133189883268774,13.3189883268774,0.0053759498195286,0.4110752747483203,0.1461,0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,3,Vivica A. Fox,percent,27.0,0.1451612903225806,0.1306272970622996,13.06272970622996,0.0052693832999795,0.4142054758060246,0.1461,0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,3,Willa Ford,percent,22.0,0.1182795698924731,0.1416064766657173,14.160647666571723,0.0151809566557558,0.3998689766446127,0.1461,-0.0,0.9838709677419356,0.0,False,single_elimination,8,False
3,4,Emmitt Smith,percent,24.0,0.1363636363636363,0.1661602574499207,16.616025744992083,0.0183901683592214,0.4696730272161813,0.1662,-0.0,0.9772727272727272,0.0,False,single_elimination,7,False
3,4,Joey Lawrence,percent,27.0,0.1534090909090909,0.1506867148151622,15.06867148151624,0.0089560133889402,0.4727252258103436,0.1662,0.0,0.9772727272727272,0.0,False,single_elimination,7,False
3,4,Mario Lopez,percent,29.0,0.1647727272727272,0.1477603275130798,14.776032751307994,0.0071320799156998,0.469211859114035,0.1662,0.0,0.9772727272727272,0.0,False,single_elimination,7,False
3,4,Monique Coleman,percent,24.0,0.1363636363636363,0.172559155872006,17.25591558720062,0.0195380236919893,0.4993717018829524,0.1662,0.0,0.9772727272727272,0.0,False,single_elimination,7,False
3,4,Sara Evans,percent,20.0,0.1136363636363636,0.1902016917824693,19.020169178246952,0.0411421790086588,0.4954453100282719,0.1662,0.0227272727272727,1.0,0.0,False,single_elimination,7,False
3,4,Vivica A. Fox,percent,24.0,0.1363636363636363,0.023617445683348,2.361744568334811,0.0009352186921636,0.0731575162124379,0.1662,0.0,0.1493506493506493,0.0,False,single_elimination,7,True
3,4,Willa Ford,percent,28.0,0.1590909090909091,0.1490144068840129,14.90144068840131,0.0074847276933613,0.4495780992606643,0.1662,0.0,0.9772727272727272,0.0,False,single_elimination,7,False
3,5,Emmitt Smith,percent,27.0,0.1719745222929936,0.1829957967067992,18.29957967067992,0.0189888470238092,0.5198172117624265,0.136,-0.0,0.9681528662420382,0.0,False,single_elimination,6,False
3,5,Joey Lawrence,percent,25.0,0.1592356687898089,0.1989550332666595,19.89550332666595,0.0361347887978635,0.52333136221546,0.136,0.0127388535031847,0.9808917197452228,0.0,False,single_elimination,6,False
3,5,Mario Lopez,percent,27.0,0.1719745222929936,0.1984989301172458,19.84989301172458,0.019613156731449,0.5508046926433438,0.136,0.0,0.9681528662420382,0.0,False,single_elimination,6,False
3,5,Monique Coleman,percent,27.0,0.1719745222929936,0.1923434460417085,19.234344604170843,0.0185501133430385,0.5294394560937187,0.136,0.0,0.9681528662420382,0.0,False,single_elimination,6,False
3,5,Sara Evans,percent,24.0,0.1528662420382165,0.2012975651704833,20.129756517048328,0.042588898996707,0.5199607296928322,0.136,0.019108280254777,0.9872611464968152,0.0,False,single_elimination,6,False
3,5,Willa Ford,percent,27.0,0.1719745222929936,0.0259092286971039,2.590922869710391,0.0008173356044938,0.0810071911552412,0.136,0.0,0.1613588110403397,0.0,False,single_elimination,6,True
3,6,Emmitt Smith,percent,25.0,0.25,0.2538486606374187,25.384866063741885,0.0078363952542951,0.7108270580434813,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,6,Joey Lawrence,percent,24.0,0.24,0.2489303036369659,24.893030363696614,0.0082925570344525,0.7119742682879016,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,6,Mario Lopez,percent,28.0,0.28,0.2495183478388382,24.95183478388384,0.0095223128263697,0.7060038928003338,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,6,Monique Coleman,percent,23.0,0.23,0.2477026878867765,24.770268788677672,0.0085817796668888,0.708180037757516,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,7,Emmitt Smith,percent,28.5,0.2544642857142857,0.2497487607696278,24.974876076962826,0.0081386920368661,0.7125144101510821,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,7,Joey Lawrence,percent,28.5,0.2544642857142857,0.2507405625098614,25.07405625098619,0.0091195528505303,0.6995868821367525,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,7,Mario Lopez,percent,28.0,0.25,0.2511732980408295,25.117329804083,0.0096021989072546,0.7150164511766919,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,7,Monique Coleman,percent,27.0,0.2410714285714285,0.2483373786796795,24.833737867968,0.0082538666809044,0.6997257102396233,1.0,0.0,1.0,0.0,False,no_elimination,4,False
3,8,Emmitt Smith,percent,27.0,0.2477064220183486,0.3129731534912689,31.29731534912687,0.0507964922744345,0.7396053461565923,0.2653,0.0,1.0,0.0,False,single_elimination,4,False
3,8,Joey Lawrence,percent,27.0,0.2477064220183486,0.3196641158736788,31.96641158736786,0.0471414079526891,0.7337709040835493,0.2653,0.0,1.0,0.0,False,single_elimination,4,False
3,8,Mario Lopez,percent,28.5,0.2614678899082568,0.3016666594688233,30.16666594688231,0.042021985435644,0.7211219696866452,0.2653,0.0,1.0,0.0,False,single_elimination,4,False
3,8,Monique Coleman,percent,26.5,0.2431192660550458,0.0656960711662296,6.569607116622957,0.0025600250831314,0.1842981964996415,0.2653,0.0,0.2568807339449541,0.0,False,single_elimination,4,True
3,9,Emmitt Smith,percent,29.5,0.3333333333333333,0.3351680534258517,33.51680534258517,0.0135171827331605,0.8412209541157756,1.0,0.0,1.0,0.0,False,no_elimination,3,False
3,9,Joey Lawrence,percent,29.5,0.3333333333333333,0.3335119247718239,33.35119247718239,0.0131615838000095,0.8368501551216507,1.0,0.0,1.0,0.0,False,no_elimination,3,False
3,9,Mario Lopez,percent,29.5,0.3333333333333333,0.3313200218023244,33.13200218023243,0.011635862122053,0.8346260286469837,1.0,0.0,1.0,0.0,False,no_elimination,3,False
3,10,Emmitt Smith,percent,29.666600000000003,0.5,0.4998752790463959,49.9875279046396,0.0231075409990518,0.9753066974151,1.0,0.0,1.0,0.0,False,no_elimination,2,False
3,10,Mario Lopez,percent,29.666600000000003,0.5,0.5001247209536038,50.0124720953604,0.0246933025848997,0.976892459000948,1.0,0.0,1.0,0.0,False,no_elimination,2,False
4,1,Apolo Anton Ohno,percent,21.0,0.1242603550295858,0.111229659291215,11.1229659291215,0.0032878974062995,0.3667051189960004,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Billy Ray Cyrus,percent,13.0,0.0769230769230769,0.1107809048438357,11.078090484383576,0.0034300657520523,0.3691043392541543,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Clyde Drexler,percent,16.0,0.0946745562130177,0.1118134663564466,11.181346635644667,0.0035943525697222,0.373657738039461,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Ian Ziering,percent,21.0,0.1242603550295858,0.1098884983688996,10.988849836889967,0.0030733210743957,0.3647901290959343,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Joey Fatone,percent,24.0,0.1420118343195266,0.1108506479586095,11.085064795860958,0.0035733540741469,0.3697142032025721,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,John Ratzenberger,percent,17.0,0.1005917159763313,0.112132826145072,11.213282614507207,0.0031349234816178,0.3730572563646504,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Laila Ali,percent,23.0,0.136094674556213,0.1106157095240718,11.061570952407187,0.0033642170990645,0.3631653193724479,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Leeza Gibbons,percent,15.0,0.0887573964497041,0.11195608825887,11.195608825887003,0.0034636350269507,0.369268717739937,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,1,Shandi Finnessey,percent,19.0,0.1124260355029585,0.1107321992529793,11.073219925297934,0.0033803128392801,0.3670028560080937,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Apolo Anton Ohno,percent,26.0,0.13,0.1114105978925408,11.141059789254076,0.0034182523069061,0.3709973676957284,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Billy Ray Cyrus,percent,21.0,0.105,0.1126204502083736,11.26204502083735,0.0032763915123436,0.3731796986498584,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Clyde Drexler,percent,18.0,0.09,0.1096690791014358,10.966907910143576,0.0030533607875954,0.3626707468908487,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Ian Ziering,percent,22.0,0.11,0.1096371347080227,10.963713470802269,0.0032535866015048,0.3666077861980257,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Joey Fatone,percent,24.0,0.12,0.1125186406657245,11.251864066572445,0.003574116423545,0.3711567767380322,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,John Ratzenberger,percent,21.0,0.105,0.1100948810427042,11.00948810427042,0.0031692605439828,0.3665518197451862,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Laila Ali,percent,27.0,0.135,0.1117694950839865,11.176949508398645,0.0033007210311929,0.3692027480260538,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Leeza Gibbons,percent,21.0,0.105,0.1100108276017545,11.001082760175446,0.0030101939940083,0.3711063926285246,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,2,Shandi Finnessey,percent,20.0,0.1,0.1122688936954578,11.22688936954578,0.0031033319613469,0.3767536473514131,1.0,0.0,1.0,0.0,False,no_elimination,9,False
4,3,Apolo Anton Ohno,percent,23.0,0.1185567010309278,0.1136086180983245,11.360861809832452,0.0059523332139973,0.3668416430276013,0.121,0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,Billy Ray Cyrus,percent,21.0,0.1082474226804123,0.1204826579454372,12.04826579454372,0.0102753662563864,0.3754163129977399,0.121,-0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,Clyde Drexler,percent,16.0,0.0824742268041237,0.1509844969237754,15.09844969237754,0.0388312946870609,0.4027868410462182,0.121,0.0257731958762886,0.9948453608247424,0.0,False,single_elimination,9,False
4,3,Ian Ziering,percent,24.0,0.1237113402061855,0.1192646245614719,11.926462456147192,0.0052121610184059,0.388031829181892,0.121,0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,Joey Fatone,percent,24.0,0.1237113402061855,0.1114773968003659,11.147739680036594,0.005746811036193,0.3598618804971045,0.121,0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,John Ratzenberger,percent,20.0,0.1030927835051546,0.129938238487963,12.993823848796309,0.0169624036494898,0.3897142979589771,0.121,0.0051546391752577,0.9742268041237112,0.0,False,single_elimination,9,False
4,3,Laila Ali,percent,21.0,0.1082474226804123,0.1233784564003882,12.337845640038822,0.0123911394233102,0.3694513799616193,0.121,0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,Leeza Gibbons,percent,24.0,0.1237113402061855,0.1167663719924064,11.676637199240645,0.0049602124842298,0.3645965580682256,0.121,0.0,0.9690721649484536,0.0,False,single_elimination,9,False
4,3,Shandi Finnessey,percent,21.0,0.1082474226804123,0.0140991387898672,1.4099138789867285,0.0004196731021687,0.0439775990902713,0.121,0.0,0.1139747995418098,0.0,False,single_elimination,9,True
4,4,Apolo Anton Ohno,percent,26.0,0.155688622754491,0.1279215807490708,12.79215807490709,0.0047616044484912,0.3949325785068501,0.2398,0.0,0.994011976047904,0.0,False,single_elimination,8,False
4,4,Billy Ray Cyrus,percent,21.0,0.1257485029940119,0.1339473117677554,13.394731176775544,0.0056315854433634,0.4140514066633451,0.2398,0.0,0.994011976047904,0.0,False,single_elimination,8,False
4,4,Clyde Drexler,percent,15.0,0.0898203592814371,0.1557677924202366,15.576779242023672,0.0244714219864956,0.4344530346924494,0.2398,0.0059880239520958,1.0,0.0,False,single_elimination,8,False
4,4,Ian Ziering,percent,24.0,0.1437125748502994,0.1350980704445483,13.509807044454837,0.0039285498107391,0.4478759202185645,0.2398,0.0,0.994011976047904,0.0,False,single_elimination,8,False
4,4,Joey Fatone,percent,28.0,0.1676646706586826,0.1324607658094215,13.246076580942155,0.0044576370688234,0.4320711027996218,0.2398,0.0,0.994011976047904,0.0,False,single_elimination,8,False
